,n_conflict,id,title,categories,article_lenght,views,refs_count,link_count,death,locations,end_date_clean,ongoing
1296,1296,47488732,"December 3, 1998 Albanian–Yugoslav border clash",military conflict,8965,6283,14,42,8 killed |caus2| None,Albanian Yugoslav  border,1998.0,False
1297,1297,47496385,Black Ribbon Movement Myanmar,civil conflict,15219,2095,22,41,,Online  plus  physical  protests  in  various  locals,2015.0,False
1298,1298,47509658,2015–2018 Iraqi protests,civil conflict,20143,23786,42,79,None |caus2| 12 protestors killed,Iraq since  30  April  2016 Green  Zone|Baghdad,2015.0,False
1299,1299,47517849,"April 23, 1998 Albanian–Yugoslav border ambush",military conflict,17236,10670,26,62,None |caus2| 19 killed<br/>1 wounded<br/>2 captured,Albanian Yugoslav  border,1998.0,False
1300,1300,47541304,YPG–FSA relations,military conflict,44285,58404,81,159,,Syria  Q858,2012.0,False
1301,1301,47554146,Battle of Al-Qaryatayn (August 2015),military conflict,7523,56163,12,30,230 civilians abducted by ISIL,Al- Qaryatayn  Q4703079,2015.0,False
1302,1302,47598687,2015–16 Lebanese protests,civil conflict,13828,24079,27,41,1 killed <br />402 wounded |caus2| 31 wounded,Lebanon,2016.0,False
1303,1303,47640278,2015 Manipur ambush,military conflict,3636,13203,5,19,18 killed<br>15 wounded |caus2| 158 Anti-Indian Maoists Killed,Chandel  district  Q2301769,2015.0,False
1304,1304,47695166,Saudi–Yemeni border conflict (2015–present),military conflict,36090,29326,83,64,500+ Saudi civilians killed,Najran  Region  Q464718,2015.0,False
1305,1305,47761305,Siege of Abu al-Duhur Airbase,military conflict,24573,58032,50,42,"dozens killed<br><small>(final assault)</small> |caus2| 56+ killed, 71 captured (all executed), 40+ missing <br><small>(final assault)</small><br>-----<br>One helicopter <br>[[Antonov An-26]] crashed",Abu  al- Duhur  Q4670451,2015.0,False
1306,1306,47769620,Communal conflicts in Nigeria,military conflict,7326,90078,13,44,"16,000+ people killed since 1998",Nigeria  Q1033,1998.0,False
1307,1307,47798335,Zhou–Chu War,military conflict,33695,6829,5,142,Extremely heavy; probably over 12.000 {{sfnp|Li|2006|p|=|94}} |caus2| Unknown,Hubei  Q46862,2006.0,False
1308,1308,47804467,Rif Dimashq offensive (September 2015),military conflict,11902,50203,23,31,170+ killed (pro-gov claim) |caus2| 41+ killed,Ghouta  Q1522001,2015.0,False
1309,1309,47807103,Operation Martyr's Right,military conflict,7821,20554,10,25,{{Flagicon|Egypt}} '''Security forces:'''<br>10 soldiers killed<br>2 tanks destroyed<br>3 humvees destroyed |caus2| {{flagicon|Islamic State of Iraq and the Levant}} 535 militants killed,Sinai  Peninsula  Q36755,2015.0,False
1310,1310,47822710,2015 Malay Dignity rally,civil conflict,16969,5788,30,68,,Kuala  Lumpur,2015.0,False
1311,1311,47826464,Yellow Ribbon Campaign of Myanmar,civil conflict,17537,1413,23,35,,Online  plus  physical  protests  in  various  locals,2015.0,False
1312,1312,47839259,2015 Burkinabé coup d'état,military conflict,25966,89849,42,72,11 killed in total,Burkina  Faso  Q965,2015.0,False
1313,1313,47860357,2015 Camp Badaber attack,military conflict,10533,16955,17,46,4 civilians killed,Peshawar  Air  Station  Q7171366,2015.0,False
1314,1314,47860400,Ghazni prison escape,military conflict,4345,16917,5,24,4 policemen killed <br>355+ prisoners freed |caus2| 7 militants killed,Ghazni  Q180415,2015.0,False
1315,1315,47862807,Siege of al-Fu'ah and Kafriya,military conflict,30002,55483,54,114,7 civilians killed <small>(Sep. 2015 assault)</small> <br> 90+ civilians and government soldiers killed or wounded <small>(March–Dec. 2016)</small>,Al- Fu ah  Q4702405,2018.0,False
1316,1316,47894039,Kurdish–Turkish conflict (2015–present),military conflict,216420,254912,453,730,"465 civilians killed <small>(per the [[International Crisis Group|Crisis Group]])</small> <br/>
223 unidentified killed <small>(civilians or militants; per the [[International Crisis Group|Crisis Group]])</small> <br/>
378 civilians killed <small>(Turkish claim)</small> <br/>
500–1,000 civilians killed <small>([[Peoples' Democratic Party (Turkey)|HDP]] claim)</small> <br/> 2,000 killed in total <small>(UN claim; as of March 2017)</small> <br/>
500,000 displaced",Eastern  Anatolia  Region  Q155542,2015.0,False
1317,1317,47894196,Cizre operation (2015),military conflict,6720,23601,13,35,160 civilians killed (Allegedly),Cizre  Q821363,2015.0,False
1318,1318,47959396,Battle of Kunduz,military conflict,21955,161256,38,48,"'''Killed:''' 848+ civilians<small> (U.N. report)</small> <br>100,000 displaced <small>(over entire offensive)</small>",Kunduz  Q108155,2015.0,False
1319,1319,47984160,2015 Peruvian protests against Las Bambas mining project,civil conflict,9055,2242,17,19,4 dead<br />15 injured<br />22 arrested |caus2| 8 injured,flagicon Peru Apurímac  Region|Peru,2015.0,False
1320,1320,48026864,Russian military intervention in the Syrian Civil War,military conflict,216495,1670544,505,603,"4,875 killed <small>(per SOHR)</small>",Al- Raqqah  Governorate  Q235563|Hama  Governorate  Q232355|Deir  ez- Zor  Governorate  Q232387|Al- Hasakah  Governorate  Q233914|Homs  Governorate  Q214094|Idlib  Governorate  Q233218|Latakia  Governorate  Q233236|Quneitra  Governorate  Q219690,2015.0,False
1321,1321,48140837,2015–2016 wave of violence in Israeli-Palestinian conflict,military conflict,95549,2531,180,295,"3 foreign civilians (2 U.S., 1 Eritrean) killed and 2 (1 U.S., 1 Nepalese) wounded",Israel  Q801,2016.0,False
1322,1322,48173894,2015 Hama offensive,military conflict,7827,56518,14,28,38+ killed |caus2| 9+ killed,Hama  Governorate  Q232355,2015.0,False
1323,1323,48188557,October 2015 Aden missile attack,military conflict,3342,7096,4,22,15 killed (Including 4 UAE soldiers & 1 Saudi Arabian soldier) |caus2| 2 suicide bombers.,Aden  Q131694,2015.0,False
1324,1324,48246508,Aleppo offensive (October–December 2015),military conflict,70410,88105,158,112,,Aleppo  Governorate  Q214064,2015.0,False
1325,1325,48268881,Kuweires offensive (September–November 2015),military conflict,26832,120431,51,81,"78 killed, 200+ wounded |caus2| 80+ killed",Aleppo  Q41183,2015.0,False
1326,1326,48303468,Rojava conflict,civil conflict,71909,298186,114,228,,Al- Hasakah  Governorate  Q233914|Aleppo  Governorate  Q214064,2012.0,False
1327,1327,48325197,FeesMustFall,civil conflict,45975,215469,75,81,,South  Africa,2016.0,False
1328,1328,48344957,Homs offensive (November–December 2015),military conflict,19410,29875,39,68,,Homs  Governorate  Q214094,2015.0,False
1329,1329,48344977,Quneitra offensive (October 2015),military conflict,9294,28249,19,38,19–47 killed |caus2| Unknown,Quneitra  Governorate  Q219690,2015.0,False
1330,1330,48350337,2015–16 Montenegrin crisis,"civil conflict, operational plan",13291,26147,20,66,,,2016.0,False
1331,1331,48429283,"July 18, 1998 Albanian–Yugoslav border clashes",military conflict,22845,13942,35,103,2 wounded |caus2| 22 killed<br/>31 wounded<br/>6 captured,Albanian Yugoslav  border,1998.0,False
1332,1332,48444530,2015 al-Hawl offensive,military conflict,34450,1444,63,83,4–8 civilians killed by '''[[Combined Joint Task Force – Operation Inherent Resolve|CJTF–OIR]]''' airstrikes,Eastern  Al- Hasakah  Governorate|Syria,2015.0,False
1333,1333,48477031,2015 Romanian protests,civil conflict,15771,22497,29,73,,flagicon Romania Many  cities  in  Romania|including  Bucharest|Constanta|Timișoara|Craiova|Iași|Cluj- Napoca|Galați|Sibiu|Brașov|Oradea|Suceava|Focșani br flagicon UK London br flagicon France Paris br  flagicon Spain Madrid br flagicon Italy Turin br flagicon Germany Berlin br flagicon US New  York  City,2015.0,False
1334,1334,48494006,Lowara Madi incident,military conflict,2021,1427,3,10,None<br>Possible aircraft damage |caus2| None,Durand  Line  Q288292,2008.0,False
1335,1335,48494132,Tanai incident,military conflict,1475,1173,1,9,None |caus2| None,Durand  Line  Q288292,2008.0,False
1336,1336,48494190,Kurram incident,military conflict,1446,1388,1,5,None |caus2| 3 killed<br>3 wounded<br>1 border post destroyed,Durand  Line  Q288292,2010.0,False
1337,1337,48494246,Datta Khel incident,military conflict,1702,2551,2,5,None |caus2| 2 wounded,Durand  Line  Q288292,2011.0,False
1338,1338,48501455,Against degradation of education,civil conflict,30987,1432,10,93,,Ukraine|mainly  Kiev,2013.0,False
1339,1339,48518391,2015 Hakkari Assault,military conflict,3578,11315,6,8,6 killed |caus2| 119 killed,Hakkâri  Province  Q93209,2015.0,False
1340,1340,48534286,November 2015 Sinjar offensive,military conflict,20624,163004,28,111,Unknown |caus2| 300+ killed <br />300+ wounded and captured,Nineveh  Governorate  Q189352,2015.0,False
1341,1341,48551442,Operation Puttur,military conflict,9458,27396,9,49,1 – police inspector,Puttur  Q1945739,2013.0,False
1342,1342,48584133,Siege of Silvan (2015),military conflict,2283,8147,3,13,2 civilians killed,Silvan  Q945404,2015.0,False
1343,1343,48589914,2014 American raid in Libya,military conflict,3690,3564,5,25,None |caus2| 1 captured,Unknown  location  in  Libya,2014.0,False
1344,1344,48614432,No to police state,civil conflict,14932,2174,10,62,,Ukraine,2010.0,False
1345,1345,48700414,"Quebec joint trade union front, 2015",civil conflict,859,396,0,15,,Quebec|Canada,2015.0,False
1346,1346,48717200,2015–16 Latakia offensive,military conflict,69335,54563,193,79,{{flagicon|Syria}} 112 soldiers killed <small>(12–25 Jan. & 26 Feb. 2016)</small> <br> {{flagicon|Russia}} 3 soldiers killed <br>1 Su-24M bomber shot down <br>1 Mi-8AMTsh helicopter destroyed |caus2| 302+ killed (124 foreigners),Latakia  Governorate  Q233236,2016.0,False
1347,1347,48721540,Northwestern Syria offensive (October–November 2015),military conflict,65792,55237,144,107,12+ civilians killed,Hama  Governorate  Q232355,2015.0,False
1348,1348,48736140,Insurgency in Egypt (2013–present),military conflict,27542,64092,65,76,'''Total:''' 772+ killed,Egypt  Q79,2013.0,False
1349,1349,48811661,Operation Halmazag,military conflict,16431,23017,14,45,3 German paratroopers wounded<br/>3 US soldiers wounded<br/>2 German armoured fighting vehicles damaged<br/>1 US minesweeping vehicle damaged |caus2| 12 killed,Kunduz  Province,2010.0,False
1350,1350,48836637,German intervention against ISIL,military conflict,9141,38603,11,82,None |caus2| Unknown,Iraq  Q796,2015.0,False
1351,1351,48858440,Nineveh Plains offensive,military conflict,9420,64460,13,32,6+ Peshmerga fighters killed and 4 Turkish soldier wounded |caus2| 250+ ISIL fighters killed,Nineveh  plains  Q1993049,2015.0,False
1352,1352,48917998,Tishrin Dam offensive,military conflict,12880,82365,17,60,SDF: 9 killed |caus2| 319 killed,Northeastern  Aleppo  Governorate|Syria,2015.0,False
1353,1353,48926609,2015 Corsican protests,civil conflict,13337,14447,16,56,,Ajaccio  Q40104,2015.0,False
1354,1354,48926881,Battle of Ramadi (2015–16),military conflict,80152,97033,157,73,"500,000 civilians displaced <br> 143+ civilians killed",Ramadi  Q192961,2016.0,False
1355,1355,48955169,2015 Qamishli bombings,"civilian attack, military conflict",5441,6034,8,32,,Qamishli  Q212757|Qamishli  Q212757,2015.0,False
1356,1356,48955169,2015 Qamishli bombings,"civilian attack, military conflict",5441,6034,8,32,,Qamishli  Q212757|Qamishli  Q212757,2015.0,False
1357,1357,48976384,2015 Shutdown Sungai Besi rally,civil conflict,6307,1685,12,23,,Sungai  Besi|Kuala  Lumpur,2015.0,False
1358,1358,48988001,Occupation of the Malheur National Wildlife Refuge,civil conflict,175240,935539,268,409,,Malheur  National  Wildlife  Refuge  Q6743246,2016.0,False
1359,1359,49008012,Mosul offensive (2016),military conflict,104091,597022,225,164,"783+ civilians executed <br /> 120,000+ civilians displaced",Erbil  Governorate  Q213189|Nineveh  Governorate  Q189352,2016.0,False
1360,1360,49008435,2016 Kaliachak riots,civil conflict,17689,142978,36,59,,Malda  district|West  Bengal|India,2016.0,False
1361,1361,49017409,Anbar campaign (2015–16),military conflict,74312,15650,170,96,"15+ civilians killed <br />505,300+ civilians displaced <br> 143+ civilians killed",Al  Anbar  Governorate  Q187334,2016.0,False
1362,1362,49029229,Battle of Al-Shaykh Maskin (2015–16),military conflict,18549,2275,42,33,"210 killed, <br>250+ wounded |caus2| 98 killed",Al- Shaykh  Maskin  Q4703238,2016.0,False
1363,1363,49138149,Deir ez-Zor offensive (January 2016),military conflict,17095,149495,34,44,"127–300 civilians killed, ~400 civilians kidnapped",Deir  ez- Zor  Q239097,2016.0,False
1364,1364,49163733,2016 U.S.–Iran naval incident,military conflict,23720,107253,39,82,"10 captured, 2 boats seized (all released) |caus2| None",Near  Farsi  Island|Persian  Gulf|Iranian  maritime  territory,2016.0,False
1365,1365,49166006,2016 anti-TPPA rally,civil conflict,9449,3915,17,40,,Kuala  Lumpur,2016.0,False
1366,1366,49169602,Battle of Kodunga,military conflict,2307,4440,3,9,Unknown |caus2| over 100,Kodunga,2014.0,False
1367,1367,49177962,2015–16 protests in Moldova,civil conflict,74183,37834,131,217,7 injured |caus2| 15 injured,Mainly  Chișinău br  Diaspora Bucharest|Paris|Vicenza|etc,2016.0,False
1368,1368,49229566,Orontes River offensive,military conflict,8924,25581,17,23,86+ killed |caus2| Unknown,Hama  Governorate  Q232355,2016.0,False
1369,1369,49236523,2016 attack on the Saudi diplomatic missions in Iran,civil conflict,35103,39329,43,146,+0,Kashanak|Tehran Kashanak|Tehran|Iran  small embassy small br  Sajjad  Shahr|Mashhad|Iran small consulate small,2016.0,False
1370,1370,49237906,East Aleppo offensive (2015–16),military conflict,26299,78262,65,83,"35+ soldiers killed, dozens wounded |caus2| 190+ killed",Eastern  Aleppo  Governorate|Syria,2016.0,False
1371,1371,49253463,Zelenopillya rocket attack,military conflict,10621,25227,22,45,"37 killed (30 soldiers, 7 border guards) |caus2| Unknown",Sverdlovsk  Raion  Q2216869,2014.0,False
1372,1372,49274596,National Western Complex shootout,civil conflict,7094,15963,10,29,,Denver|Colorado|U S,2016.0,False
1373,1373,49296683,Battle of El Adde,military conflict,21060,30862,41,57,12 civilians killed,El  Adde  Q5350696,2016.0,False
1374,1374,49324669,Northern Aleppo offensive (February 2016),military conflict,72459,71119,173,177,"119–168 civilians killed <br><small>(one Lebanese journalist)</small> <br>50,000 civilians displaced",Northern  Aleppo  Governorate|Syria,2016.0,False
1375,1375,49329239,Russo-Turkish confrontation in Syria,military conflict,39797,22854,89,184,"Aircraft lost
* [[F-4 Phantom II|RF-4E]] |caus2| Aircraft lost
*Syrian [[Mi-17]] *Syrian [[MiG-23]] *Syrian [[Mohajer-4]] *Russian [[Su-24]] *Russian [[Mi-17]] *Russian [[Orlan-10]]",Syria Turkey  border  Q3088996,2016.0,False
