id,title,categories,article_lenght,views,refs_count,link_count,death,locations,end_date_clean,ongoing,popularity_score
4794,Baralong incidents,military conflict,0.02804492346308881,0.0015837601749453857,0.026000000000000002,0.043298969072164954,2,Irish  Sea  Q41735,1915.0,False,0.09892765271019915
4806,Battle of Marathon,military conflict,0.10001777185033271,0.04548986697011529,0.125,0.16013745704467355,2203,Marathon  Q212150,490.0,False,0.43064509586512156
4823,Balkan Wars,military conflict,0.08773632235934682,0.03324232455728793,0.008,0.24192439862542958,0,hlist  Adrianople  Vilayet Adrianople Scutari  Vilayet Scutari Kosovo  Vilayet Kosovo Monastir  Vilayet Manastir Salonica  Vilayet Salonica  provinces Aegean  Islands Aegean  Sea,1913.0,False,0.3709030455420643
4849,Battle of Gettysburg,military conflict,0.17243098467059956,0.12721822254573104,0.13,0.354639175257732,23049,Adams  County  Q351865,1863.0,False,0.7842883824740625
4928,Battle of Świecino,military conflict,0.010664682929744573,0.00028924872792771683,0.0,0.027491408934707903,1000,Puck  Q628962,1462.0,False,0.038445340592380195
4975,Battle of Abritus,military conflict,0.03015710001148093,0.0014657790855525743,0.035,0.07010309278350517,0,Dobruja  Q182660,251.0,False,0.1367259718805387
4978,Battle of Berestechko,military conflict,0.026829203081921937,0.001720360524437764,0.029,0.07079037800687286,30000,Berestechko  Q819126,1651.0,False,0.12833994161323256
4986,Battle of Okinawa,military conflict,0.13584456393698385,0.12371520086147474,0.096,0.26597938144329897,200656,Okinawa  Islands  Q697589|Sakishima  Islands  Q697593,1945.0,False,0.6215391462417577
5003,Battle of Bouvines,military conflict,0.04300315961480694,0.005715965078661497,0.017,0.10652920962199314,0,Bouvines  Q1079414,1214.0,False,0.17224833431546158
5008,Battle of Actium,military conflict,0.04394207949521654,0.02744671042153384,0.016,0.088659793814433,2500,Ionian  Sea  Q37495,0.0,False,0.17604858373118337
5013,Battle of Adwa,military conflict,0.06817627788253908,0.01357081027266547,0.062,0.16563573883161514,11867,Adwa  Q380096,1896.0,False,0.3093828269868197
5030,Bloody Sunday (1972),civilian attack,0.12840240501889635,0.06633669988273708,0.129,0.16494845360824745,14,Derry  Q163584,1972.0,False,0.4886875585098809
6827,Cuban Missile Crisis,military conflict,0.22393946876322077,0.16478914086921384,0.149,0.28659793814432993,0,Cuba  Q241|Caribbean  Sea  Q1247,1962.0,False,0.8243265477767645
7712,Continuation War,military conflict,0.18399369649768732,0.03122169152076826,0.061,0.2721649484536083,225000,Finland  Q33,1944.0,False,0.5483803364720639
8063,History of the Dominican Republic,"military conflict, military conflict, military conflict",0.17951770658203284,0.010217067767397918,0.098,0.24742268041237114,1909,Hispaniola  Q25277,1856.0,False,0.5351574547618019
9709,English Civil War,military conflict,0.1672708571536416,0.10084593209508555,0.133,0.31477663230240555,50000,Kingdom  of  England  Q179876,1651.0,False,0.7158934215511328
9833,Eureka Rebellion,military conflict,0.1247536711452778,0.01647272539951686,0.098,0.14776632302405499,6,Eureka  Q14935140|Ballarat  East  Q4851462,1854.0,False,0.3869927195688496
10350,Easter Rising,military conflict,0.16052384494768315,0.08669573773513133,0.193,0.36907216494845363,82,Dublin  Q1761|County  Meath  Q183544|County  Galway  Q169923|Cork  Q36647,1916.0,False,0.8092917476312681
11427,First Punic War,military conflict,0.08203517568181783,0.016576756821025555,0.076,0.18694158075601378,450700,Mediterranean  Sea  Q4918,241.0,False,0.36155351325885715
11523,Falklands War,military conflict,0.21811250367625667,0.1560338919002997,0.156,0.34570446735395194,2013,Falkland  Islands  Q9648|South  Georgia  and  the  South  Sandwich  Islands  Q35086,1982.0,False,0.8758508629305084
11772,Finnish Civil War,military conflict,0.24839384936705478,0.02173677443661887,0.111,0.3298969072164949,5750,Finland  Q33,1918.0,False,0.7110275310201686
11775,First Battle of El Alamein,military conflict,0.09453051646884343,0.017388822550796667,0.116,0.11271477663230242,17000,El  Alamein  Q204439,1942.0,False,0.34063411565194257
11776,First Italo-Ethiopian War,military conflict,0.055913701152968454,0.010080024102188882,0.041,0.09484536082474228,15000,Eritrea  Q986,1896.0,False,0.20183908607989964
14889,Iran–Iraq War,military conflict,0.41977582304898897,0.09570148963833743,0.221,0.5793814432989691,800000,Iran  Q794|Iraq  Q796|Persian  Gulf  Q34675,1988.0,False,1.3158587559862955
15214,Irish Civil War,military conflict,0.12410256087645105,0.034097687455385814,0.108,0.2061855670103093,900,Irish  Free  State  Q31747,1923.0,False,0.4723858153421462
16760,Kosovo War,military conflict,0.30974919672809226,0.06999437964334423,0.274,0.4604810996563574,2359,Kosovo  Q1231,1999.0,False,1.1142246760277938
16772,Korean War,"military conflict, East Asian",0.41230692771889654,0.3745943919793429,0.271,0.48797250859106533,566434,Korea  Strait  Q52052|Sea  of  Japan  Q27092|Korean  Peninsula  Q483134,1953.0,False,1.545873828289305
22467,Oklahoma City bombing,civilian attack,0.25465174250633416,0.15107493273940062,0.253,0.2687285223367698,168,Alfred  P Murrah  Federal  Building  Q597408,0.0,False,0.9274551975825046
22618,Operation Barbarossa,military conflict,0.2466654189674398,0.11875887204049447,0.002,0.4027491408934708,1000000,Estonia  Q191|Belarus  Q184|Ukraine  Q212|Moldova  Q217|Poland  Q36|Lithuania  Q37|Latvia  Q211|European  Russia  Q875134|Second  Polish  Republic  Q207272|Soviet  Union  Q15180,1942.0,False,0.7701734319014051
22661,October Revolution,military conflict,0.09728436690535468,0.07083874831166903,0.068,0.13745704467353953,0,Saint  Petersburg  Q656,1917.0,False,0.37358015989056326
22738,Operation Enduring Freedom,military conflict,0.08139664725393458,0.036885611334294306,0.06,0.15601374570446735,45002,Afghanistan  Q889,2014.0,False,0.33429600429269624
22801,1986 United States bombing of Libya,military conflict,0.07651332023773388,0.015395438653660807,0.065,0.13883161512027492,225,Libya  Q1016,1986.0,False,0.29574037401166964
24121,Peloponnesian War,military conflict,0.05816113249150333,0.07059921005276905,0.022,0.12783505154639177,0,Mainland  ancient  Greece Greece|Asia  Minor|Sicily,404.0,False,0.27859539409066414
25343,Quasi-War,military conflict,0.0324202586511952,0.025782000796727007,0.016,0.07835051546391754,2000,Atlantic  Ocean|the  Caribbean|the  Indian  Ocean|and  the  Mediterranean,1800.0,False,0.15255277491183974
26295,Russian Civil War,military conflict,0.1262084465043714,0.06486911797993677,0.027,0.33470790378006876,950000,Russian  Empire  Q34266|Mongolia  Q711|Tuva  Republic  Q960|Iran  Q794,1922.0,False,0.5527854682643769
26464,Reforms of Amānullāh Khān and civil war,military conflict,0.023713624718284716,0.0011111856209897106,0.007,0.06597938144329897,0,Afghanistan  Q889,1929.0,False,0.09780419178257341
26550,Reconquista,military conflict,0.1342262246456246,0.054814008221023974,0.046,0.42336769759450177,0,Iberian  Peninsula  Q12837,1492.0,False,0.6584079304611503
28265,Spanish–American War,military conflict,0.21115002744414058,0.1275421681170824,0.136,0.34364261168384885,2061,plainlist Cuba and  Puerto  Rico Caribbean  Sea Philippines and  Guam Asia- Pacific,1898.0,False,0.8183348072450718
28563,Second Punic War,military conflict,0.14348488684993166,0.028631959321586273,0.019,0.3718213058419244,300400,Sicily  Q1460|Roman  Italy  Q913582|Hispania  Q186513|Cisalpine  Gaul  Q199728|Africa  Roman  province Q181238|Ancient  Greece  Q11772,201.0,False,0.5629381520134423
29328,Six-Day War,military conflict,0.26784537546572473,0.1421136010710035,0.19,0.40618556701030933,4517,Middle  East  Q7204,1968.0,False,1.0061445435470375
29426,Sino-Indian War,military conflict,0.1997681795806158,0.0853018053500582,0.089,0.2336769759450172,3968,Aksai  Chin  Q230830,1962.0,False,0.6077469608756912
29587,Second Battle of El Alamein,military conflict,0.16450914306654066,0.03627495871179073,0.009000000000000001,0.19175257731958764,45088,El  Alamein  Q204439,1942.0,False,0.401536679097919
30583,Thirty Years' War,military conflict,0.19871130494136077,0.1220952661240502,0.115,0.5120274914089348,300000,Central  Europe  Q27509,1648.0,False,0.9478340624743458
30770,The Troubles,military conflict,0.22495387968929145,0.1377467048268895,0.214,0.39656357388316155,162,Northern  Ireland  Q26,1998.0,False,0.9732641583993424
30785,Tulsa race riot,civilian attack,0.12006064447334773,0.07440415929444943,0.058,0.09484536082474228,2001,Tulsa  Q44989,1921.0,False,0.34731016459253944
30850,Toledo War,military conflict,0.08041526366034063,0.019625557221995753,0.052000000000000005,0.1450171821305842,0,Michigan  Territory  Q1360064,1836.0,False,0.2970580030129206
31570,Battle of the River Plate,military conflict,0.06303030493664258,0.015553613701363796,0.026000000000000002,0.09415807560137458,96,Río  de  la  Plata  Q35827,1939.0,False,0.19874199423938094
32071,USS Liberty incident,military conflict,0.1599781075967583,0.035898967875303917,0.109,0.15395189003436427,0,Mediterranean  Sea  Q4918,1967.0,False,0.4588289655064265
32611,Vietnam War,military conflict,0.5344876123912261,0.6527282787046704,0.536,0.8323024054982818,950765,South  Vietnam  Q180573,1975.0,False,2.5555182965941783
32927,World War II,military conflict,0.3502249790433712,1.0,0.23800000000000002,1.0,73000000,Russia  Q159|Europe  Q46|Africa  Q15|Pacific  Ocean  Q98|Mediterranean  Sea  Q4918|Asia  Q48|Atlantic  Ocean  Q97|Middle  East  Q7204|Southeast  Asia  Q11708|Scandinavia  Q21195,1945.0,False,2.588224979043371
33088,Battle of Monte Cassino,military conflict,0.14372079636762253,0.030714065470815625,0.088,0.25429553264604815,55000,Monte  Cassino  Q154372,1944.0,False,0.5167303944844863
33102,Battle of Kursk,military conflict,0.23525840742202797,0.0636678801597036,0.025,0.31615120274914094,111132,Kursk  Q3159,1943.0,False,0.6400774903308726
33514,War of the Polish Succession,military conflict,0.044821235631144464,0.005016412877777768,0.002,0.1491408934707904,60600,History  of  Poland  1569 1795 Poland|Rhineland|Italy,1735.0,False,0.20097854197971263
33604,War of the Spanish Succession,military conflict,0.11217183020176555,0.04831523624989068,0.075,0.19725085910652923,500000,Europe  Q46|North  America  Q49|South  America  Q18,1714.0,False,0.43273792555818547
33924,Winter War,military conflict,0.19918312397674248,0.08242450902267179,0.215,0.47835051546391755,70000,Finland  Q33,1940.0,False,0.9749581484633318
34059,War of 1812,military conflict,0.34733430108659924,0.22827617777090276,0.106,0.41580756013745707,20000,Atlantic  Ocean  Q97|Pacific  Ocean  Q98|North  America  Q49,1815.0,False,1.097418038994959
34276,Yom Kippur War,military conflict,0.40905609456511655,0.10312383601917145,0.47000000000000003,0.5360824742268042,0,Suez  Canal  Q899|Golan  Heights  Q83210|Sinai  Peninsula  Q36755|Middle  East  Q7204,1973.0,False,1.5182624048110922
36197,1948 Arab–Israeli War,military conflict,0.28400045923719447,0.06286116377291347,0.23800000000000002,0.6577319587628867,12773,Mandatory  Palestine  Q193714|Sinai  Peninsula  Q36755|Southern  Lebanon  Q1480109,1949.0,False,1.2425935817729945
36771,Battle of the Chesapeake,military conflict,0.07322002337076956,0.008541570793485777,0.078,0.13883161512027492,222,off  the  Virginia  Capes|Atlantic  Ocean,1781.0,False,0.29859320928453026
37086,Battle of Lechfeld (955),military conflict,0.03060847355532943,0.0027986225648704626,0.019,0.06804123711340207,0,Lechfeld  Q897240,955.0,False,0.12044833323360196
38711,Texas Revolution,military conflict,0.1675287848929836,0.04181965615191732,0.356,0.19175257731958764,800,Mexican  Texas  Q1315810,1836.0,False,0.7571010183644885
38855,Battle of Trafalgar,military conflict,0.12434476131461367,0.07522520955607812,0.084,0.22611683848797254,1666,Cape  Trafalgar  Q203950,1805.0,False,0.5096868093586644
39062,French and Indian War,military conflict,0.10806700459394468,0.10620180659429763,0.077,0.28591065292096224,10400,North  America  Q49,1763.0,False,0.5771794641092045
39076,Battle of Mohács,military conflict,0.05008044514553259,0.014753487941561293,0.036000000000000004,0.10721649484536083,1750,Sátorhely  Q385260,1526.0,False,0.2080504279324547
39204,Battle of Bennington,military conflict,0.04665346621854344,0.005327058977629431,0.054,0.1402061855670103,70,Bennington  Q817921,1777.0,False,0.2461867107631832
39847,Roman conquest of Britain,military conflict,0.039145252635502496,0.028402233117214952,0.022,0.15189003436426118,70000,Britannia,0.0,False,0.24143752011697864
39880,Battle of the Teutoburg Forest,military conflict,0.10293675894922756,0.038569413089298475,0.084,0.27491408934707906,0,Osnabrück  Q2916,0.0,False,0.500420261385605
40416,Battle of Fort Dearborn,military conflict,0.04560288249976016,0.0033861932157267967,0.046,0.07079037800687286,15,Chicago  Q1297,1812.0,False,0.1657794537223598
42097,Saint Valentine's Day Massacre,civilian attack,0.04765372257355266,0.06110820476611091,0.015,0.10790378006872853,7,Chicago  Q1297,1929.0,False,0.2316657074083921
43063,Operation Anaconda,military conflict,0.08399007921841604,0.012661510629041063,0.034,0.1402061855670103,124,Shah- i- Kot  Valley  Q16205112,2002.0,False,0.2708577754144674
43107,Battle of Hürtgen Forest,military conflict,0.06347696029013726,0.018755476242104878,0.031,0.1202749140893471,44000,Hürtgen  Forest  Q469253,1944.0,False,0.23350735062158923
43573,Lager Beer Riot,civil conflict,0.021903412352536893,0.0005505685657060832,0.021,0.03436426116838488,0,Chicago|Illinois,1855.0,False,0.07781824208662785
44035,Franco-Prussian War,military conflict,0.14278974013780263,0.07413107681298912,0.014,0.21855670103092786,289203,France  Q142,1871.0,False,0.44947751798171964
44454,Battle of Passchendaele,military conflict,0.17729858438562085,0.0615000071964918,0.004,0.17182130584192443,324307,Passendale  Q255575,1917.0,False,0.41461989742403704
44477,Battle of Ad Decimum,military conflict,0.011027983586988489,0.0013224698915481295,0.001,0.028178694158075602,0,Carthage  Q6343,533.0,False,0.041529147636612224
44534,Tiananmen Square protests of 1989,"civil conflict, Chinese",0.30712116470101614,0.19462476147028435,0.257,0.42542955326460485,10454,Tiananmen  Square  Q164055,1989.0,False,1.1841754794359054
44575,Russo-Japanese War,military conflict,0.21170048298541924,0.08136944717141077,0.092,0.30515463917525776,0,Manchuria  Q81126,1905.0,False,0.6902245693320878
44667,Battle of Hastings,military conflict,0.09940755256457237,0.09962569080779837,0.14200000000000002,0.12439862542955327,0,Battle  Q737593,1066.0,False,0.465431868801924
44782,Battle of Stirling Bridge,military conflict,0.025649655493467666,0.01952631361022695,0.017,0.04261168384879726,0,Stirling  Q182923,1297.0,False,0.10478765295249187
45028,Mongol invasion of Rus',military conflict,0.038144996280493275,0.01423631582650999,0.02,0.13402061855670105,0,Modern  Russia|Ukraine and  Belarus,1240.0,False,0.20640193066370432
45420,Napoleonic Wars,military conflict,0.22003437988037816,0.11268828394288899,0.146,0.4639175257731959,586000,Europe  Q46,1815.0,False,0.942640189596463
46128,Invasion of Normandy,military conflict,0.08790617721208424,0.07048938597256271,0.026000000000000002,0.24329896907216497,120024,Normandy  Q15878,1944.0,False,0.4276945322568119
46216,Israeli–Palestinian conflict,military conflict,0.2843338780221975,0.11618604494730764,0.274,0.3099656357388316,14500,Israel  Q801|State  of  Palestine  Q219060,1993.0,False,0.9844855587083368
46674,Battle of Tours,military conflict,0.12027453576938744,0.03262493353589118,0.074,0.17869415807560138,1000,Poitiers  Q6616,732.0,False,0.40559362738088
46763,Crimean War,military conflict,0.19427463327865477,0.12201189321493769,0.083,0.45773195876288664,223513,Crimean  Peninsula  Q7835|Caucasus  Q18869|Balkans  Q23522|Black  Sea  Q166|Baltic  Sea  Q545|White  Sea  Q44133|Kamchatka  Peninsula  Q993,1856.0,False,0.8570184852564791
47928,Battle of Naissus,military conflict,0.018737506625125622,0.0016668670946278971,0.023,0.060481099656357395,0,Niš  Q129259,269.0,False,0.10388547337611091
47968,Battle of Salamis,military conflict,0.10805914094335499,0.02842032039845453,0.153,0.12096219931271479,40,Salamis  Island  Q202422,480.0,False,0.4104416606545243
48738,1905 Russian Revolution,military conflict,0.11127380130442237,0.01589094740735817,0.07,0.1814432989690722,0,Russia  Q159,1907.0,False,0.37860804768085277
48756,Battle of Lesnaya,military conflict,0.07292120464836115,0.0011754072911426613,0.019,0.15738831615120277,4000,Lyasnaya  Q13028176,1708.0,False,0.25048492809070655
48757,Great Northern War,military conflict,0.08726607605408306,0.0318994325883925,0.033,0.3230240549828179,400000,Northern|Central|and  Eastern  Europe,1721.0,False,0.4751895636252934
48780,Battle of Chancellorsville,"military conflict, NRHP",0.1624441484216867,0.027928860594969292,0.08700000000000001,0.2618556701030928,17287,Spotsylvania  County  Q506202,1863.0,False,0.5392286791197488
48833,Battle of Fredericksburg,"military conflict, NRHP",0.12087846413467603,0.027299145396649495,0.07200000000000001,0.21786941580756017,25306,Spotsylvania  County  Q506202,1862.0,False,0.43804702533888573
48835,Battle of the Wilderness,military conflict,0.09132371975836576,0.015229934119442434,0.051000000000000004,0.1711340206185567,24000,Spotsylvania  County  Q506202,1864.0,False,0.3286876744963649
48961,Battle of Spotsylvania Court House,military conflict,0.1068308387212446,0.011275469263724412,0.062,0.1711340206185567,36798,Spotsylvania  County  Q506202,1864.0,False,0.3512403286035257
48965,Battle of Cold Harbor,military conflict,0.0954033816842996,0.015201561913576429,0.061,0.17319587628865982,12738,Hanover  County  Q341679,1864.0,False,0.3448008198865359
49001,Civil rights movement,civil conflict,0.3813194262051438,0.023092581670059557,0.228,0.6398625429553265,0,United  States,1968.0,False,1.27227455083053
49397,Battle of Chosin Reservoir,military conflict,0.13430486115152154,0.032898902648784804,0.036000000000000004,0.13814432989690723,17843,Chosin  Reservoir|in  present  day  Changjin County|South  Hamgyong  Province|North  Korea,1950.0,False,0.3413480936972136
49532,Battle of the Milvian Bridge,military conflict,0.03656440251196455,0.011794769294215666,0.027,0.06460481099656358,0,Ponte  Milvio  Q1127325,312.0,False,0.1399639828027438
49582,Battle of Lewes,military conflict,0.016101610947459804,0.0033839470827624046,0.013000000000000001,0.03917525773195877,0,Lewes  Q246884,1264.0,False,0.07166081576218097
50071,Battle of Tewkesbury,military conflict,0.04722751271159118,0.007717180886791617,0.023,0.09278350515463918,0,Tewkesbury  Q1000717,1471.0,False,0.17072819875302198
50072,Battle of Barnet,military conflict,0.07947162558957721,0.007873789552295753,0.001,0.10240549828178695,500,Barnet  Q2884709,1471.0,False,0.1907509134236599
50157,Battle of Stoke Field,military conflict,0.024432362382182854,0.0033424527316833694,0.012,0.07010309278350517,3300,East  Stoke|Nottinghamshire  Q2569395,1487.0,False,0.1098779078973714
50234,Battle of Wakefield,military conflict,0.04748701318105112,0.0051033914213857445,0.048,0.0900343642611684,200,Wakefield  Q216638,1460.0,False,0.19062476886360527
50236,Battle of Towton,military conflict,0.08902438832593888,0.01374246211815481,0.002,0.12714776632302408,8000,Towton  Q1847094,1461.0,False,0.23191461676711778
50993,Battle of Bannockburn,military conflict,0.04413552529972305,0.0387719197086671,0.042,0.09690721649484538,4400,Bannockburn  Q806906,1314.0,False,0.22181466150323553
51051,Battle of the Crater,military conflict,0.03889833400698607,0.011902672339649823,0.019,0.06529209621993128,3798,Petersburg  Q511964,1864.0,False,0.13509310256656717
51224,War of Jenkins' Ear,military conflict,0.07157652039752327,0.01729096799494005,0.036000000000000004,0.19312714776632303,20407,Viceroyalty  of  New  Granada  Q8965,1748.0,False,0.31799463615878637
51306,Battle of Lake Benacus,military conflict,0.005087781931532767,0.0007268308946486502,0.004,0.02268041237113402,0,Lake  Garda  Q6414,269.0,False,0.03249502519731544
51497,Battle of Verdun,military conflict,0.18430195160080337,0.07839228659025224,0.0,0.15463917525773196,385000,Verdun  Q154748,1916.0,False,0.4173334134487876
51499,Western Front (World War I),military conflict,0.13070960010191293,0.04653068360968108,0.0,0.19106529209621995,7500000,Alsace- Lorraine  Q155144|Belgium  Q31|France  Q142,1918.0,False,0.368305575807814
52150,Battle of Covadonga,military conflict,0.011194692979490026,0.00614793191297145,0.004,0.03711340206185568,0,Montalegre  Q2092722,722.0,False,0.058456026954317154
52266,War of the Austrian Succession,military conflict,0.17675441976481396,0.0253184107746289,0.124,0.3786941580756014,0,North  America  Q49|India  Q668|Europe  Q46,1748.0,False,0.7047669886150443
52268,Sabra and Shatila massacre,civilian attack,0.11745777612815864,0.018643199148266378,0.10400000000000001,0.1402061855670103,3960,West  Beirut|Lebanon,1982.0,False,0.3803071608434353
52741,Rum Rebellion,military conflict,0.04725896731394996,0.006169861263755384,0.022,0.06666666666666668,0,Sydney  Q3130,1810.0,False,0.14209549524437204
54422,Chinese Civil War,military conflict,0.12123232841121231,0.06837169634847641,0.081,0.2611683848797251,2002,China,1950.0,False,0.5317724096394139
54492,Second Battle of Bull Run,military conflict,0.13437248854659292,0.017537953957879864,0.07100000000000001,0.18969072164948456,28924,Prince  William  County  Q183263,1862.0,False,0.4126011641539573
55004,Battle of Tsushima,military conflict,0.08126296519390977,0.02392205493030471,0.047,0.12577319587628868,1153,Eastern  Channel  Q52055,1905.0,False,0.2779582160005032
55066,Nanking Massacre,"military conflict, Chinese",0.19151449192167175,0.13810457882775562,0.159,0.18762886597938147,200000,Nanjing  Q16666,1938.0,False,0.6762479367288088
55074,Long March,"military conflict, Chinese",0.09225949417853947,0.020656591361413994,0.047,0.14295532646048112,0,China from  Jiangxi to  Shaanxi,1935.0,False,0.30287141200043455
55961,Chaco War,military conflict,0.11903365170633355,0.009509535883614374,0.107,0.15807560137457047,126000,Gran  Chaco  Q208347,1935.0,False,0.3936187889645184
56126,Battle of the Little Bighorn,military conflict,0.2805719075800874,0.12065419450110594,0.23800000000000002,0.32783505154639175,621,Little  Bighorn  River  Q608969,1876.0,False,0.967061153627585
56433,Operation Market Garden,military conflict,0.24105863609698713,0.06533554522262147,0.063,0.34364261168384885,16263,Netherlands  Q55,1944.0,False,0.7130367930034575
56979,Battle of Adrianople (1205),military conflict,0.025490809751555824,0.0016401203797229637,0.003,0.04742268041237114,0,Edirne  Q43387,1205.0,False,0.07755361054364993
57015,Battle of Adrianople,military conflict,0.03992060858364644,0.012531560015298529,0.038,0.07560137457044674,0,Edirne  Q43387,378.0,False,0.16605354316939172
57172,Peasants' Revolt,military conflict,0.1617033925361374,0.027995328398086636,0.303,0.20756013745704469,1500,England  Q21,1381.0,False,0.7002588583912688
57538,Beer Hall Putsch,military conflict,0.06852856942895742,0.052848641877180795,0.031,0.19656357388316154,16,Munich  Q1726,1923.0,False,0.3489407851892997
57551,Third Punic War,military conflict,0.022060685364330795,0.012726589376246215,0.018000000000000002,0.0584192439862543,0,Tunisia  Q948,146.0,False,0.11120651872683132
57596,Football War,military conflict,0.02968685370621716,0.01777415257171437,0.011,0.06597938144329897,900,El  Salvador  Q792,1969.0,False,0.1244403877212305
57765,Battle of the Atlantic,military conflict,0.20349397723001336,0.033345676228031085,0.079,0.3422680412371134,36200,Atlantic  Ocean  Q97|Arctic  Ocean  Q788|Irish  Sea  Q41735|Labrador  Sea  Q184189|Gulf  of  Saint  Lawrence  Q169523|North  Sea  Q1693|Gulf  of  Mexico  Q12630|Caribbean  Sea  Q1247|Outer  Banks  Q1517373,1945.0,False,0.6581076946951578
57909,Battle of Evesham,military conflict,0.015257054874126546,0.0042832868999525976,0.02,0.04054982817869417,0,Evesham  Q585963,0.0,False,0.08009016995277331
57932,Battle of Culloden,military conflict,0.14058634524257005,0.07747598255830467,0.099,0.24742268041237114,1640,Culloden  Q2729296,1746.0,False,0.5644850082132459
57974,Battle of Britain,military conflict,0.32647046334202007,0.09849044792058477,0.246,0.4632302405498282,20325,United  Kingdom  Q145,1940.0,False,1.134191151812433
57998,Battle of the Bulge,military conflict,0.2293685331303463,0.1375760578303579,0.08700000000000001,0.33539518900343646,0,Ardennes  Q151985,1945.0,False,0.7893397799641406
58074,Battle of Cape St Vincent (1797),military conflict,0.07418253420294825,0.003673373136976784,0.021,0.15326460481099657,400,Cape  St Vincent  Q4103,1797.0,False,0.2521205121509216
58359,Kett's Rebellion,military conflict,0.04835987839650729,0.004658243333100543,0.04,0.06666666666666668,3000,Norfolk  Q23109,1549.0,False,0.1596847883962745
58376,École Polytechnique massacre,civilian attack,0.09184586615752151,0.026247423190453957,0.091,0.09347079037800689,15,École  Polytechnique  de  Montréal  Q273619,1989.0,False,0.30256407972598237
58568,Suez Crisis,military conflict,0.39821054767180897,0.1145717846510563,0.389,0.41855670103092785,0,Gaza  Strip  Q39760,1956.0,False,1.3203390333537932
58916,Battle of Crécy,military conflict,0.0785688785018802,0.021503324380227635,0.065,0.1711340206185567,400,Crécy- en- Ponthieu  Q61765,1346.0,False,0.33620622350066454
59134,Paris Commune,military conflict,0.2110540909069463,0.03606379265875675,0.122,0.27628865979381445,7514,Paris|France,1871.0,False,0.6454065433595175
59629,Dunblane massacre,"civilian attack, mass murderer",0.052738359044849546,0.024350091031926976,0.052000000000000005,0.10652920962199314,18,Dunblane  Q614314,1996.0,False,0.23561765969876966
59651,Erfurt school massacre,civilian attack,0.014868590534995606,0.003068069857454196,0.01,0.03711340206185568,17,Gutenberg- Gymnasium  Erfurt  Q1557153,2002.0,False,0.06505006245430547
59716,Sixth Crusade,military conflict,0.017639741002804177,0.007556405053550912,0.007,0.06735395189003437,0,Cyprus  Q229,1229.0,False,0.09955009794638947
59995,Battle of Dunbar (1296),military conflict,0.01149822989225226,0.0022896665677678563,0.003,0.03230240549828179,0,Dunbar  Q1002133,1296.0,False,0.049090301958301906
60026,Guadalcanal Campaign,military conflict,0.22302728529481614,0.07022357386885557,0.17200000000000001,0.3099656357388316,7789,Guadalcanal  Q192767,1943.0,False,0.7752164949025033
