,n_conflict,id,title,categories,article_lenght,views,refs_count,link_count,death,locations,end_date_clean,ongoing
620,620,30230141,2010–11 Ivorian crisis,military conflict,72736,37235,138,139,"1,000 -1,500+ civilians killed and 100 missing overall, one million civilians fled since disputed election",Ivory  Coast  Q1008,2011.0,False
621,621,30244044,Tunisian Revolution,civil conflict,107907,570549,203,296,+219,Tunisia  Q948,2011.0,False
622,622,30281754,Galgala campaign,military conflict,9813,9955,20,34,"100+ civilians killed <br/>
800 people displaced (July–August)",Galgala  Q4897571,2014.0,False
623,623,30371163,Bombing of Kandahar (2001),military conflict,8852,994,11,79,Unknown |caus2| Unknown,In  and  around  Kandahar|Islamic  State  of  Afghanistan Afghanistan,2001.0,False
624,624,30403205,Operation Zalzala,military conflict,9459,9268,9,45,6 soldiers dead |caus2| 25-55 TTP fighters killed,Spinkai  Q7577573,2008.0,False
625,625,30406724,2010–12 Algerian protests,civil conflict,84808,66323,149,231,,Algeria  Q262,2012.0,False
626,626,30416561,Operation Sirat-e-Mustaqeem,military conflict,6971,9586,6,32,1 soldier killed |caus2| 2 militants killed,Bara  Tehsil  Q4858054,2008.0,False
627,627,30554072,Operation Dawn of Gulf of Aden,military conflict,18981,40239,28,82,1 civilian wounded,Arabian  Sea  Q58705,2011.0,False
628,628,30583628,Incident at Pristina airport,military conflict,11196,127350,8,60,None,Pristina  International  Airport  Adem  Jashari  Q643783,1999.0,False
629,629,30650490,Operation Rock Avalanche,military conflict,10304,84470,11,45,At least 10 Afghan civilians,Korengal  Valley|Kunar|Afghanistan,2007.0,False
630,630,30656841,Yemeni Revolution,civil conflict,93158,155255,176,385,+2000,Yemen  Q805,2012.0,False
631,631,30706524,Libyan Civil War (2011),military conflict,205271,778599,369,545,"Estimated total casualties from all sides, including civilians:<br>9,400–20,000 killed, 4,000 missing, 50,000 injured <br/>(other estimates: see [[Casualties of the Libyan civil war|here]])",Libya  Q1016,2011.0,False
632,632,30711691,Samaikyandhra Movement,civil conflict,62279,37844,112,154,,13  districts  of  Coastal  Andhra Rayalaseema,2014.0,False
633,633,30717877,2011 Albanian opposition demonstrations,civil conflict,17732,18496,30,53,4 fatalities <br />150+ injuries,flag Albania,2011.0,False
634,634,30876395,Bahraini uprising of 2011,civil conflict,215738,116462,383,639,,Bahrain  Q398,2014.0,False
635,635,30920463,2011 Iraqi protests,civil conflict,16498,25500,29,73,,Iraq,2011.0,False
636,636,30953015,2011 Wisconsin protests,civil conflict,235659,124129,393,478,"{{unbulleted list
 | '''Arrests:''' 10+|ref|{{cite news|url=http://www.myfoxtwincities.com/dpp/news/wisconsin-protester-arrested-feb-17-2011|title=9 Arrests on Day 3 of Wisconsin Protests|author=AP modified|agency=Associated Press|publisher=Myfoxtwincities.com|date=February 17, 2011|accessdate=2011-03-04}}|</ref>|ref|{{cite news|url=http://www.thenorthwestern.com/article/20110217/OSH0101/302170116/9-arrested-third-day-labor-protests-Madison |title=9 arrested in third day of labor protests in Madison |work=The Oshkosh Northwestern |location=Oshkosh, WI |agency=Associated Press |author=AP staff reporter |date=February 17, 2011 |accessdate=2011-03-04 |deadurl=yes |archiveurl=https://web.archive.org/web/20110222212517/http://www.thenorthwestern.com/article/20110217/OSH0101/302170116/9-arrested-third-day-labor-protests-Madison |archivedate=February 22, 2011 |df= }}|</ref>|}}",Madison|Wisconsin|U S,2011.0,False
637,637,30953438,2011 Chinese pro-democracy protests,civil conflict,55912,78776,74,131,,China,2011.0,False
638,638,30956234,Battle of Al Kut,military conflict,2531,17617,1,30,'''Killed:''' 1<br/>'''Wounded:''' 6 |caus2| '''Killed:''' 180-200,Kut  Q328030,2004.0,False
639,639,30958017,2011 Djiboutian protests,civil conflict,8816,15522,12,35,,Djibouti,2011.0,False
640,640,30971764,2011 Omani protests,civil conflict,40181,33303,82,75,,Oman,2011.0,False
641,641,30972059,SY Quest incident,military conflict,9226,43818,10,55,None |caus2| 4 killed<br>15 captured<br>1 yacht captured,off  Oman|Indian  Ocean,2011.0,False
642,642,30983489,Gdeim Izik protest camp,civil conflict,30362,25943,41,80,"'''Fatalities'''
:18 Morocco police officers dead |caus2| '''Injuries'''
:173 Morocco officials
:1200 Polisario rioters",Western  Sahara,2010.0,False
643,643,30999052,Battle of Misrata,military conflict,110524,35554,241,92,"1,215 killed* <br>900 missing or captured** <br>4,000 wounded <br>at least 1 tank destroyed |caus2| 358 killed <br>150 -230 captured<br>20 [[T-72]] tanks, 4 [[T-54/55|T-55]] tanks, 2 [[Infantry fighting vehicle|BMPs]], 1 [[ZSU-23-4|Shilka]], 3 [[Armoured personnel carrier|APC]]s and 1 [[Military engineering vehicle#T-72|IMR-2]] destroyed, 1 helicopter shot down
----
32–44 tanks destroyed or damaged, 1 [[ZSU-23-4|Shilka]], 1 mobile [[Multiple rocket launcher|MRL]], 6 [[Soko G-2 Galeb]] aircraft, 2 [[Mi-24|Mi-35]] attack helicopters and 1 [[Patrol boat|MFPB]] destroyed and 1 coast guard vessel and 1 MFPB damaged by Coalition forces (UN/NATO claim)",Misrata  Q131323,2011.0,False
644,644,31008162,Tripoli protests and clashes (February 2011),military conflict,21977,6451,43,82,300 -700 killed |caus2| Unknown,Tripoli  Q3579,2011.0,False
645,645,31008835,First Battle of Benghazi,military conflict,13449,33348,19,35,"''Benghazi'': 110 -257 killed, 9 missing <br>''Bayda'': 63 killed <br>''Derna'': 29 killed <br>''Rebel soldiers'': 130 killed <br>'''Total''': 332-479 killed, 9 missing<br>3 [[T-54/55]] tanks or [[Infantry fighting vehicle|BMP]]s destroyed |caus2| 163 killed, 236 captured<br>3 [[T-54/55]] tanks or [[Infantry fighting vehicle|BMP]]s destroyed",Benghazi  Q40816,2011.0,False
646,646,31062367,Second Ivorian Civil War,military conflict,51256,126273,94,118,"3,000 killed overall",Ivory  Coast  Q1008,2011.0,False
647,647,31065813,Mano Gai airstrike,military conflict,5669,17264,11,21,,Dara- I- Pech  Q2663248,2011.0,False
648,648,31071502,Battle of Shawali Kowt,military conflict,2522,19467,2,22,,Shawali  Kowt|Arghandab  River|Islamic  State  of  Afghanistan Afghanistan,2001.0,False
649,649,31071822,Battle of Sayyd Alma Kalay,military conflict,2765,18732,1,23,,Sayyd  Alma  Kalay|Arghandab  River|Afghanistan,2001.0,False
650,650,31072646,Battle of Ebrahimkhel,military conflict,5052,7951,1,33,,Ebrahimkhel|Eastern  Afghanistan Where date May  2013,2008.0,False
651,651,31078336,Impact of the Arab Spring,civil conflict,73224,95908,127,274,,Worldwide  outside  the  Arab  countries,2012.0,False
652,652,31085100,Battle of Ra's Lanuf,military conflict,19596,6543,36,27,"16-26 rebels killed (First phase) <br>20 rebels killed (Second phase/bombardment) <br>15 killed, 65 missing (Second phase/ground fighting) <br>20 mutinous loyalists executed <br>'''Total dead & missing:'''<br>136-146 killed or missing<br>'''Total captured:''' 1,500 (Government claim) |caus2| 2 -25 soldiers killed, 2 pilots killed, 1 [[Sukhoi Su-24|Su-24MK]] shot down (First phase)<br />Unknown (Second phase)",Ra s  Lanuf  Q58462,2011.0,False
653,653,31109644,2011 Indiana legislative walkouts,civil conflict,7604,3113,9,22,,,2011.0,False
654,654,31142430,2011 military intervention in Libya,military conflict,159230,839389,277,602,72 civilians killed <br>40 civilians killed in Tripoli (Vatican claim),Libya,2011.0,False
655,655,31152358,2004 Qamishli riots,civil conflict,14469,18537,24,58,,Qamishli|al- Hasakah  Governorate|Syria,2004.0,False
656,656,31175275,Second Battle of Brega,military conflict,6652,5226,13,20,"5-7 killed |caus2| 25 killed, 71 captured (unconfirmed rebel claims)",Brega  Q36219,2011.0,False
657,657,31215576,2011 Armenian protests,civil conflict,44767,14840,72,137,,Yerevan|Armenia,2011.0,False
658,658,31221254,Operation Ellamy,military conflict,43821,94991,79,144,"Unknown, unverified claim by Gaddafi-controlled Libyan state media of 48 civilians killed, 150 wounded as a result of all UN operations {{Dubious|Casualties|date|=|March 2011}} <br>40 civilians killed (in Tripoli; Vatican claim) <br>Coalition forces have not reported any casualties on either side.",Libya,2011.0,False
659,659,31228698,Second Battle of Benghazi,military conflict,12401,23999,21,47,"261 killed* <br>[[MiG-23]] shot down (by friendly fire) |caus2| 27–30 killed; <br>50 captured; <br>70 vehicles destroyed: <br>14 tanks or [[Palmaria (artillery)|SP howitzers]], 20 [[Armoured personnel carrier|APCs]], 2 mobile [[Multiple rocket launcher|MRLs]], 1 mobile [[9K33 Osa|SAM]] and 33 jeeps, SUVs, [[Technical (vehicle)|technicals]] or trucks; <br>4 tanks captured",Benghazi  Q40816,2011.0,False
660,660,31232347,Operation Odyssey Dawn,military conflict,56269,219233,108,234,114 civilians killed and 445 wounded (Libyan health ministry claim)* <br />40 civilians killed (in Tripoli; Vatican claim),Libya  Q1016,2011.0,False
661,661,31233010,Opération Harmattan,military conflict,21207,44169,31,120,"Unknown, unverified claim by Gaddafi-controlled Libyan state media of 48 civilians killed, 150 wounded as a result of all UN operations <br>40 civilians killed (in Tripoli; Vatican claim)",Libya,2011.0,False
662,662,31235268,Operation Mobile,military conflict,24757,43943,41,104,None |caus2| Unknown,Libya,2011.0,False
663,663,31253359,Battle of Afghanya,military conflict,3535,10386,1,34,3 wounded |caus2| unknown,Kapisa  Q173816,2008.0,False
664,664,31265902,Operation Murat,military conflict,3827,8788,7,28,"3 killed <br> |caus2| 58 killed<br>
3+ captured",South- Eastern  Turkey,1998.0,False
665,665,31271272,Battle of Gharyan,military conflict,8718,4147,18,27,35 killed |caus2| Unknown,Gharyan  Q867102,2011.0,False
666,666,31279643,Operation Unified Protector,military conflict,45701,96267,66,315,,Libya  Q1016|Mediterranean  Sea  Q4918,2011.0,False
667,667,31301117,Anti-austerity movement in the United Kingdom,civil conflict,63260,27125,113,278,,London  Q84|Manchester  Q18125,2011.0,False
668,668,31302275,Third Battle of Brega,military conflict,23005,9867,42,61,South African photographer [[Anton Hammerl]] killed by Pro-Gadaffi soldiers,Brega  Q36219,2011.0,False
669,669,31332235,First Gulf of Sidra offensive,military conflict,11526,8220,19,53,7 civilians killed in a [[NATO]] air-strike near [[Brega]].,Sirte  Q162413,2011.0,False
670,670,31332305,Battle of Bin Jawad,military conflict,10355,7077,19,22,12 -60 killed<br>700 missing* <br>60 wounded |caus2| at least 1 killed <br>1 helicopter shot down,Bin  Jawad  Q117564,2011.0,False
671,671,31342969,Fourth Battle of Brega,military conflict,41125,8078,101,35,1 civilian killed,Brega  Q36219,2011.0,False
672,672,31345714,Second Battle of Bin Jawad,military conflict,4182,2368,8,21,20 dead |caus2| unknown,Bin  Jawad  Q117564,2011.0,False
673,673,31430971,2011 Nafusa Mountains campaign,military conflict,96044,3805,196,98,517–534 killed* <br>136 missing |caus2| 397 killed** <br>215 –295 captured**<br>several tanks destroyed**<br>10+ tanks or armored vehicles captured,Nafusa  Mountains  Q165620,2011.0,False
674,674,31446763,Battle of Brega–Ajdabiya road,military conflict,52748,9571,105,149,"26-46 Libyan and 1 Algerian civilian killed,<br>70 Libyan civilians missing",Brega  Q36219,2011.0,False
675,675,31446793,Battle of Ajdabiya,military conflict,26362,11588,47,40,25 –30 civilians killed,Ajdabiya  Q202991,2011.0,False
676,676,31471747,Mexican Indignados Movement,civil conflict,11516,19083,15,53,,Throughout  Mexico,2011.0,False
677,677,31490259,2011–12 Kurdish protests in Turkey,civil conflict,52820,12325,88,266,,flag Turkey,2012.0,False
678,678,31530227,1999 Latakia protests,civil conflict,6943,14160,2,34,,Latakia|Latakia  Governorate|Syria,1999.0,False
679,679,31535929,Battle of Ganjgal,military conflict,16446,128379,21,59,{{flagdeco|United States}} 5 KIA <br> {{flagdeco|Afghanistan}} 8 KIA |caus2| Approx. 16 KIA,Ganjgal  village|Kunar  Province|Afghanistan,2009.0,False
680,680,31544357,Operation Tar Heels,military conflict,4384,7178,1,20,"at least 2 killed, at least 1 wounded |caus2| around 29 killed",Laghman  Q185442,2005.0,False
681,681,31567209,Battle of Wazzin,military conflict,15231,15452,33,29,"1 civilian wounded
Several houses destroyed or damaged<br>
Several soldiers killed or injured in border incursions",Wazzin  Q68385|Dehiba  Q1015418,2011.0,False
682,682,31611780,2005 Ahvaz unrest,civil conflict,15391,10705,17,58,,,2005.0,False
683,683,31630217,Battle of Gedo,military conflict,15988,5234,29,74,At least 27 civilians killed<br>At least 380 killed in total,Gedo  Q856719,2012.0,False
684,684,31674722,Sazak assault,military conflict,3039,6567,4,22,4 killed |caus2| 0,Reşadiye  Q2248599,1997.0,False
685,685,31713389,Battle off Minicoy Island,military conflict,6965,15318,9,48,none |caus2| 10 killed<br>15 captured<br>1 trawler sunk,off  Minicoy Minicoy  Island|India|Indian  Ocean,2011.0,False
686,686,31726355,Battle of Kandahar (2011),military conflict,6616,19916,4,21,"6 killed in assault, 4 wounded<br>6 killed in separate assault*<br>2 Afghan Security Forces killed |caus2| 25 killed<br>7 captured",Kandahar  Q45604,2011.0,False
687,687,31728691,Cyrenaican desert campaign,military conflict,9895,5162,17,28,5 civilians killed,Eastern  Libyan  Desert|Libya,2011.0,False
688,688,31742617,MV Beluga Nomination incident,military conflict,6018,11785,5,49,unknown |caus2| 1–2 killed<br>1 freighter damaged,off  Somalia|Indian  Ocean,2011.0,False
689,689,31750526,Operation Ocean Shield,military conflict,25244,128303,24,154,,Indian  Ocean  Q1239,2016.0,False
690,690,31760357,Battle of Jubbada Hoose,military conflict,1793,3573,1,18,"Total: + 75 killed |caus2| Total: + 3 killed, 12 injured",Lower  Juba  Q877042,2011.0,False
691,691,31860763,Albania–Yugoslav border incident (April 1999),military conflict,9047,8762,7,56,3 houses destroyed,Krumë  Q958899,1999.0,False
692,692,31865358,PNS Mehran attack,military conflict,38559,42509,41,131,'''[[Killed in Action]] (Total 18)''':<br/>11 naval officers <br/>1 fireman <br/>3 SSG(N) officers<br/>1 sailor <br/>2 Army Rangers <br/>'''[[Wounded in Action]]''':<br/>16 naval personnel <br/>'''Physical damage:'''<br/>2 [[P3 Orion|P3C Orion aircraft]] destroyed. |caus2| '''Killed in Action''':<br/>4 militants <br/>'''Wounded in Action'''<br/>5 militants<br/>'''Caught''':<br/>4 militants <br/>2 militants escaped.,Karachi  Q8660,2011.0,False
693,693,31871176,Turkish army winter Campaign of 1994–95,military conflict,2433,5375,2,19,38 civilians killed <br>(Turkish claim),Southeastern  Turkey,1995.0,False
694,694,31895753,Battle of Sana'a (2011),military conflict,42461,13899,78,60,149+ civilians killed <br>16 unidentified killed,Sana a  Q2471,2011.0,False
695,695,31911811,Timeline of the Yemeni Revolution (January – 2 June 2011),civil conflict,107965,4766,192,242,,Yemen,2012.0,False
696,696,31941905,Battle of Zinjibar,military conflict,39036,16237,77,98,33 civilians killed,Zinjibar  Q204391,2011.0,False
697,697,31970606,Battle of Taiz (2011),military conflict,9130,5833,21,23,4 civilians killed,Ta izz  Q466216,2011.0,False
698,698,32000410,2011 Israeli border demonstrations,civil conflict,29965,13128,50,95,,Borders  of  Israel br  bulleted  list  Flagu Egypt Flagu Jordan Flagu Lebanon flagu Palestinian  National  Authority flagu Syria Flagu Egypt Flagu Jordan Flagu Lebanon flagu Palestinian  National  Authority flagu Syria,2011.0,False
699,699,32004318,June 2011 Jisr ash-Shugur operation,military conflict,6589,16466,10,20,"172 killed, 2,000 arrested<br/><small>(opposition claim)</small> |caus2| 120–140 killed",Jisr  al- Shughur  Q798765,2011.0,False
700,700,32025295,2011 Chaozhou riot,civil conflict,6145,3464,8,25,18 people injured,Huayi  Ceramics  Factory|Guxiang|Chao an  County|Chaozhou|Guangdong|People s  Republic  of  China,2011.0,False
701,701,32052315,Battle of the Misrata frontline,military conflict,49827,6880,117,50,"14 civilians killed in the Misrata area, <br>100+ civilians killed in the Zliten area**",Misrata  District  Q32845,2011.0,False
702,702,32057777,Zawiya skirmish,military conflict,8736,4259,15,23,1 civilian killed,Zawiya  Q221503,2011.0,False
703,703,32064464,2011 Sabha clashes,military conflict,5865,4756,7,26,At least 1 killed |caus2| Unknown,Sabha  Q208389,2011.0,False
704,704,32071886,2011–13 Chilean student protests,civil conflict,40592,56024,53,158,,Chile,2013.0,False
705,705,32104474,Sudanese conflict in South Kordofan and Blue Nile,military conflict,155430,227552,269,259,"'''Total''':<br> {{circa}} 643 –1,500 killed <br> 500,000 displaced",South  Kordofan  Q465490,2011.0,False
706,706,32112330,Second Battle of Zawiya,military conflict,25269,6008,53,38,24 civilians killed,Zawiya  Q221503,2011.0,False
707,707,32113032,Battle of Sabha,military conflict,12698,10683,30,33,"18 killed |caus2| 19 killed, 150 captured",Sabha  Q208389,2011.0,False
708,708,32116405,Battle of Zliten,military conflict,24401,4293,52,33,100+ civilians killed**,Zliten  Q207259,2011.0,False
709,709,32127920,Dissident Irish Republican campaign,military conflict,42284,200981,86,203,"13 Killed [[Michael Stone (loyalist)#Stormont arrest|1]] Arrested<br>6 Killed , [[Harry Stockman (loyalist)|1]] injured,1 arrested<br>2 Killed <br>LVF: 5 killed , 1 arrested<br />[[Red Hand Defenders|RHD]]: [[Frankie Curry#Death and aftermath|1 killed by UDA]], 4 arrested<br />[[Real Ulster Freedom Fighters|RUFF]]: 1 arrested<br />Orange Volunteers: 14 arrested",Northern  Ireland  Q26,1998.0,False
710,710,32168561,2011 Northern Ireland riots,civil conflict,8086,15524,14,45,300+ injuries |caus2| 50+ arrests,Belfast|Portadown|Newry|Ballyclare|Larne|Derry|Ballymena,2011.0,False
711,711,32304516,2011 Belarusian protests,civil conflict,6809,22043,12,26,,flag Belarus 1995,2011.0,False
712,712,32394672,1997 Northern Ireland riots,military conflict,40988,4200,56,176,"1 civilian killed <br>over 100 people injured, <br>117 arrested |caus2| 62 constables injured, <br>at least 3 soldiers injured,<br>some armoured vehicles badly damaged or destroyed",Irish  nationalism Irish  nationalist districts  of  Northern  Ireland,1997.0,False
713,713,32487859,2011 Kurdish protests in Iraq,civil conflict,11036,16215,19,39,,Northern  Iraq,2011.0,False
714,714,32489786,Fezzan campaign,military conflict,19807,9089,38,80,"28 killed, 44 wounded |caus2| 51 killed",Fezzan  Q188258,2011.0,False
715,715,32552783,2010 Tsentoroy attack,military conflict,15460,6953,14,46,'''Civilians''' <br /> 7 wounded,Tsentoroy|Chechnya,2010.0,False
716,716,32660478,2011 Msallata clashes,military conflict,4055,3623,4,20,3 killed |caus2| Unknown,Msallata  Q2719867,2011.0,False
717,717,32728625,Battle of Tawergha,military conflict,8761,7882,17,41,"15 killed, 85+ wounded <br>1 tank [[T-55]] destroyed |caus2| 4 killed, at least 60 claimed captured
----
2 [[Technical (vehicle)|technicals]], 1 [[ZSU-23-4|Shilka]] destroyed (NATO claim)",Tawergha  Q650227,2011.0,False
718,718,32729315,Deir ez-Zor clashes (2011–14),military conflict,69933,60841,131,103,,Deir  ez- Zor  Q239097,2014.0,False
719,719,32740690,First Battle of Zawiya,military conflict,28905,9334,60,94,"235 &ndash;600 killed,** 300+ wounded, 37 captured, up to 50 [[T-54/55|tanks]], [[Armoured personnel carrier|APCs]] and [[2S1 Gvozdika|SP howitzers]] destroyed or captured |caus2| 65 killed, 29&ndash;31 captured, 50 wounded, at least 4 [[T-72]] tanks or [[Infantry fighting vehicle|BMP]]s and 1 [[ZSU-23-4|Shilka]] destroyed",Zawiya  Q221503,2011.0,False
720,720,32748504,2011 Libyan rebel coastal offensive,military conflict,30291,11246,66,93,26 civilians killed,Western  Libyan  coast|Libya,2011.0,False
721,721,32786931,2011 southern Israel cross-border attacks,"civilian attack, military conflict, terrorist attack",72593,35691,133,221,+23,Southern  District  Q188781,2011.0,False
722,722,32801223,Zliten uprising,military conflict,10056,3685,19,28,"22 killed |caus2| 4 tanks destroyed, other casualties unknown",Zliten  Q207259,2011.0,False
723,723,32812921,Battle of Tripoli (2011),military conflict,64701,105719,128,210,108 civilians killed <br>167 unidentified killed,Tripoli  Q3579,2011.0,False
724,724,32824447,Battle of Do Ab,military conflict,4609,22321,2,30,None |caus2| 270 killed (US estimate),Nuristan  Q167485,2011.0,False
725,725,32838432,2011 Ras Ajdir clashes,military conflict,5189,3430,11,21,,Ras  Ajdir  Q597189,2011.0,False
726,726,32839751,August 2011 Turkey-Iraq cross-border raids,military conflict,8827,14631,18,29,"[[ROJ TV]], PKK's broadcast outlet and the Iraqi Foreign Ministry claimed that 7 Iraqi Kurdish civilians, including three under the age of 18 were killed in a car. ROJ TV has shown pictures which depict a car bombed in a road. In response to these allegations, Turkish ambassador to Iraq has delivered the visual evidence. The surveillance images shows that in the road there is no craters which would be created by high explosive bombs used by the Turkish military.",Iraqi  Kurdistan  Q205047,2011.0,False
727,727,32855867,Second Gulf of Sidra offensive,military conflict,39480,9177,88,57,"800 civilians killed (NTC claim) <br>2,151 civilians killed (Loyalist claim)",Libyan  Coastal  Highway  Q1376543,2011.0,False
728,728,32941802,2011 India–Pakistan border skirmish,military conflict,8821,16969,7,33,5 killed |caus2| 3 killed,Line  of  Control  Q1366583,2011.0,False
729,729,33036769,2011 attack on the Israeli Embassy in Egypt,civil conflict,21467,16882,32,64,,Israeli  embassy  at  Giza|Egypt,2011.0,False
730,730,33064578,Raid on Ra's Lanuf,military conflict,4897,161,4,30,"15-17 fighters killed, 2 workers wounded |caus2| Unknown*",Ra s  Lanuf  Q58462,2011.0,False
731,731,33077296,2011 Iran–Iraq cross-border raids,military conflict,24028,5001,49,108,230 families displaced (by August 3) <br>10 civilians killed <br />'''Total: 210-326+ killed''',Iraqi  Kurdistan  Q205047,2011.0,False
732,732,33105749,2002 Hebron ambush,military conflict,35353,6208,45,83,+12,Worshippers  Way  Q17053718,2002.0,False
733,733,33106218,Battle of Sirte (2011),military conflict,88537,133465,186,78,"800 civilians killed (NTC claim) <br>2,151 civilians killed (Loyalist claim)",Sirte  Q162413,2011.0,False
734,734,33121168,Occupy Wall Street,civil conflict,184220,1166926,288,291,,Zuccotti  Park  Q227659,2011.0,False
735,735,33126181,Wadi al-Haramiya sniper attack,military conflict,10142,8405,13,55,+10,Mateh  Binyamin  Regional  Council  Q2116715,2002.0,False
736,736,33182480,Battle of Bani Walid,military conflict,43385,18327,88,52,19–22 civilians killed,Bani  Walid  Q244230,2011.0,False
737,737,33204602,April 2006 Iran–Iraq cross-border raids,military conflict,2745,1271,3,20,24 killed (PJAK claim),Iraqi  Kurdistan  Q205047,2006.0,False
738,738,33206565,Raid on Ghadames,military conflict,6853,269,11,31,"9–11 killed {{#tag:ref|6-8 killed on 24 September,|ref| name=""border""|ref|{{cite news |url=https://www.bbc.co.uk/news/world-africa-15051023 |title=Libya's NTC troops renew assault on pro-Gaddafi Sirte |work=[[BBC News]] |date=25 September 2011 |accessdate=4 October 2011}}|</ref>| 3 killed on 26 September,|ref| name=""continues""| total of 9-11 reported killed.}} <br>75 wounded 3 killed on 26 September, total of 9-11 reported killed. |caus2| Unknown",Ghadames  Q192237,2011.0,False
739,739,33223959,Occupy Los Angeles,civil conflict,12107,12285,31,50,,Los  Angeles|California|United  States,2014.0,False
740,740,33260618,Battle of Brightlingsea,civil conflict,48730,4132,104,215,,Brightlingsea|Essex,1995.0,False
741,741,33285346,Occupy Portland,civil conflict,38449,16855,69,120,,Portland|Oregon Portland|Oregon,2011.0,False
742,742,33286705,Occupy San José,civil conflict,8476,2671,15,50,,San  Jose|California San  Jose|California|United  States,2012.0,False
743,743,33381607,Occupy movement,civil conflict,247780,779147,422,678,"'''Arrests:''' 7,700+ <br> '''Injuries:''' 400+ <br> '''Deaths:''' 32",Worldwide  List  of  Occupy  movement  protest  locations List  of  locations,2012.0,False
744,744,33395549,Occupy Buffalo,civil conflict,16580,3525,23,68,,Buffalo|New  York Buffalo|New  York  state New  York,2011.0,False
745,745,33401506,Occupy Chicago,civil conflict,16779,5937,23,64,,Chicago|Illinois|United  States,2013.0,False
746,746,33411940,Occupy Canada,civil conflict,80515,15548,131,209,'''Arrests:''' 17 <br />'''Injuries:''' 1 <br />'''Deaths:''' 1 {{Citation needed|date|=|February 2012}},Canada,2013.0,False
747,747,33418768,Occupy London,civil conflict,29895,51763,54,102,,London  Q84,2012.0,False
748,748,33419468,2011 Rome demonstration,civil conflict,7109,12423,13,50,,Rome|Italy,2011.0,False
749,749,33420276,15 October 2011 global protests,civil conflict,84721,39298,149,224,'''Arrests:''' 950+ '''Injuries:''' 135+,Worldwide,2011.0,False
750,750,33421451,Occupy Toronto,civil conflict,18538,12664,24,100,,Cathedral  Church  of  St James  Toronto St James  Park St James  Park|Toronto|Ontario,2011.0,False
751,751,33428604,Operation Linda Nchi,military conflict,70977,107091,129,145,"20 civilians killed (Somalia) <br>
30 civilians killed, <br>6 policemen killed and 17 security forces injured (Kenya)",Somalia  Q1045,2012.0,False
752,752,33429796,Tripoli clashes (mid-October 2011),military conflict,5938,5873,9,20,"1 killed, 60 wounded |caus2| 2 killed, 10–15 captured",Tripoli  Q3579,2011.0,False
753,753,33435750,Occupy Sacramento,civil conflict,6048,2749,9,42,,Sacramento|California|United  States,2011.0,False
754,754,33439765,Occupy Salem,civil conflict,5260,2283,8,29,,Salem|Oregon Salem|Oregon|United  States,2011.0,False
755,755,33450237,Occupy Eugene,civil conflict,11873,6354,13,27,"20+ arrested, 1 death",Eugene|Oregon Eugene|Oregon|United  States|Washington  Jefferson  Park|as  of  Nov 4|2011,2011.0,False
756,756,33455163,Occupy Oakland,civil conflict,97216,36924,180,205,,Oakland|California Oakland|California,2011.0,False
757,757,33466797,Occupy D.C.,civil conflict,23880,8963,41,86,,Washington|D C|District  of  Columbia,2011.0,False
758,758,33476062,Death of Muammar Gaddafi,military conflict,44696,2235546,89,144,,Sirte  Q162413,2011.0,False
