id,title,categories,scaled_length,scaled_views,scaled_refs,scaled_links,death,locations,end_date_clean,ongoing,popularity_score,article_lenght,views,refs_count,link_count
4503,Battle of Poitiers,military conflict,0.04179844834446565,0.012376015307514369,0.027999999999999997,0.13127147766323025,0,Nouaillé- Maupertuis  Q646530,1356.0,False,0.21344594131521027,27103,418795,28,192
4563,Battle of Jutland,military conflict,0.2281653945901229,0.05977745964785186,0.195,0.18213058419243988,113300,North  Sea  Q1693,1916.0,False,0.6650734384304147,145602,2022667,195,266
4606,Battle of the Nile,military conflict,0.16724097528140075,0.012724638787092929,0.21600000000000003,0.3938144329896908,895,Abu  Qir  Bay  Q1779743,1798.0,False,0.7897800470581844,106864,430591,216,574
4615,Battle of Agincourt,military conflict,0.1090106426647081,0.06457197823225258,0.026,0.18350515463917527,712,Azincourt  Q238339,1415.0,False,0.3830877755361359,69839,2184894,26,268
4794,Baralong incidents,military conflict,0.02804492346308881,0.0015837601749453855,0.026,0.04329896907216496,2,Irish  Sea  Q41735,1915.0,False,0.09892765271019917,18358,53629,26,64
4806,Battle of Marathon,military conflict,0.10001777185033273,0.04548986697011529,0.125,0.16013745704467355,2203,Marathon  Q212150,490.0,False,0.4306450958651216,64121,1539233,125,234
4823,Balkan Wars,military conflict,0.08773632235934682,0.03324232455728793,0.008,0.2419243986254296,0,hlist  Adrianople  Vilayet Adrianople Scutari  Vilayet Scutari Kosovo  Vilayet Kosovo Monastir  Vilayet Manastir Salonica  Vilayet Salonica  provinces Aegean  Islands Aegean  Sea,1913.0,False,0.3709030455420643,56312,1124826,8,353
4849,Battle of Gettysburg,military conflict,0.17243098467059956,0.12721822254573106,0.13,0.35463917525773203,23049,Adams  County  Q351865,1863.0,False,0.7842883824740625,110164,4304588,130,517
4928,Battle of Świecino,military conflict,0.010664682929744571,0.00028924872792771683,0.0,0.027491408934707903,1000,Puck  Q628962,1462.0,False,0.0384453405923802,7307,9828,0,41
4975,Battle of Abritus,military conflict,0.03015710001148093,0.0014657790855525743,0.035,0.07010309278350517,0,Dobruja  Q182660,251.0,False,0.1367259718805387,19701,49637,35,103
4978,Battle of Berestechko,military conflict,0.026829203081921937,0.001720360524437764,0.028999999999999998,0.07079037800687286,30000,Berestechko  Q819126,1651.0,False,0.12833994161323256,17585,58251,29,104
4986,Battle of Okinawa,military conflict,0.13584456393698385,0.12371520086147475,0.096,0.26597938144329897,200656,Okinawa  Islands  Q697589|Sakishima  Islands  Q697593,1945.0,False,0.6215391462417577,86901,4186060,96,388
5003,Battle of Bouvines,military conflict,0.04300315961480694,0.0057159650786614965,0.017,0.10652920962199314,0,Bouvines  Q1079414,1214.0,False,0.17224833431546158,27869,193446,17,156
5008,Battle of Actium,military conflict,0.043942079495216536,0.02744671042153384,0.016,0.08865979381443301,2500,Ionian  Sea  Q37495,0.0,False,0.17604858373118334,28466,928726,16,130
5013,Battle of Adwa,military conflict,0.06817627788253908,0.013570810272665471,0.062,0.16563573883161514,11867,Adwa  Q380096,1896.0,False,0.3093828269868197,43875,459222,62,242
5030,Bloody Sunday (1972),civilian attack,0.12840240501889635,0.06633669988273708,0.129,0.16494845360824745,14,Derry  Q163584,1972.0,False,0.4886875585098809,82169,2244605,129,241
6827,Cuban Missile Crisis,military conflict,0.2239394687632208,0.16478914086921384,0.149,0.28659793814432993,0,Cuba  Q241|Caribbean  Sea  Q1247,1962.0,False,0.8243265477767645,142915,5575835,149,418
7712,Continuation War,military conflict,0.18399369649768726,0.03122169152076826,0.061,0.2721649484536083,225000,Finland  Q33,1944.0,False,0.5483803364720639,117516,1056456,61,397
8063,History of the Dominican Republic,"military conflict, military conflict, military conflict",0.17951770658203284,0.01021706776739792,0.098,0.24742268041237114,1909,Hispaniola  Q25277,1856.0,False,0.5351574547618019,114670,345745,98,361
9709,English Civil War,military conflict,0.1672708571536416,0.10084593209508556,0.133,0.31477663230240555,50000,Kingdom  of  England  Q179876,1651.0,False,0.7158934215511328,106883,3412257,133,459
9833,Eureka Rebellion,military conflict,0.1247536711452778,0.016472725399516858,0.098,0.147766323024055,6,Eureka  Q14935140|Ballarat  East  Q4851462,1854.0,False,0.3869927195688496,79849,557411,98,216
10350,Easter Rising,military conflict,0.16052384494768315,0.08669573773513133,0.193,0.3690721649484536,82,Dublin  Q1761|County  Meath  Q183544|County  Galway  Q169923|Cork  Q36647,1916.0,False,0.8092917476312681,102593,2933472,193,538
11427,First Punic War,military conflict,0.08203517568181783,0.016576756821025555,0.076,0.18694158075601375,450700,Mediterranean  Sea  Q4918,241.0,False,0.3615535132588572,52687,560931,76,273
11523,Falklands War,military conflict,0.21811250367625667,0.1560338919002997,0.156,0.34570446735395194,2013,Falkland  Islands  Q9648|South  Georgia  and  the  South  Sandwich  Islands  Q35086,1982.0,False,0.8758508629305084,139210,5279593,156,504
11772,Finnish Civil War,military conflict,0.2483938493670548,0.02173677443661887,0.111,0.3298969072164949,5750,Finland  Q33,1918.0,False,0.7110275310201686,158464,735525,111,481
11775,First Battle of El Alamein,military conflict,0.09453051646884343,0.01738882255079667,0.11599999999999999,0.11271477663230242,17000,El  Alamein  Q204439,1942.0,False,0.34063411565194257,60632,588408,116,165
11776,First Italo-Ethiopian War,military conflict,0.05591370115296845,0.01008002410218888,0.040999999999999995,0.09484536082474228,15000,Eritrea  Q986,1896.0,False,0.20183908607989964,36078,341108,41,139
14889,Iran–Iraq War,military conflict,0.41977582304898897,0.09570148963833744,0.221,0.5793814432989691,800000,Iran  Q794|Iraq  Q796|Persian  Gulf  Q34675,1988.0,False,1.3158587559862955,267435,3238190,221,844
15214,Irish Civil War,military conflict,0.12410256087645105,0.034097687455385814,0.10800000000000001,0.2061855670103093,900,Irish  Free  State  Q31747,1923.0,False,0.4723858153421462,79435,1153768,108,301
16760,Kosovo War,military conflict,0.30974919672809226,0.06999437964334422,0.27399999999999997,0.4604810996563574,2057,Kosovo  Q1231,1999.0,False,1.1142246760277938,197476,2368366,274,671
16772,Korean War,"military conflict, East Asian",0.4123069277188965,0.3745943919793429,0.271,0.4879725085910653,566434,Korea  Strait  Q52052|Sea  of  Japan  Q27092|Korean  Peninsula  Q483134,1953.0,False,1.545873828289305,262686,12674791,271,711
22467,Oklahoma City bombing,civilian attack,0.25465174250633416,0.15107493273940062,0.253,0.2687285223367698,168,Alfred  P Murrah  Federal  Building  Q597408,0.0,False,0.9274551975825046,162443,5111802,253,392
22618,Operation Barbarossa,military conflict,0.2466654189674398,0.11875887204049447,0.002,0.4027491408934708,1000000,Estonia  Q191|Belarus  Q184|Ukraine  Q212|Moldova  Q217|Poland  Q36|Lithuania  Q37|Latvia  Q211|European  Russia  Q875134|Second  Polish  Republic  Q207272|Soviet  Union  Q15180,1942.0,False,0.7701734319014051,157365,4018358,2,587
22661,October Revolution,military conflict,0.09728436690535468,0.07083874831166903,0.068,0.13745704467353953,0,Saint  Petersburg  Q656,1917.0,False,0.3735801598905633,62383,2396936,68,201
22738,Operation Enduring Freedom,military conflict,0.08139664725393457,0.03688561133429431,0.06,0.15601374570446735,45000,Afghanistan  Q889,2014.0,False,0.33429600429269624,52281,1248100,60,228
22801,1986 United States bombing of Libya,military conflict,0.07651332023773387,0.015395438653660809,0.065,0.13883161512027492,225,Libya  Q1016,1986.0,False,0.29574037401166964,49176,520960,65,203
24121,Peloponnesian War,military conflict,0.05816113249150333,0.07059921005276905,0.022000000000000002,0.12783505154639174,0,Mainland  ancient  Greece Greece|Asia  Minor|Sicily,404.0,False,0.2785953940906641,37507,2388831,22,187
25343,Quasi-War,military conflict,0.0324202586511952,0.02578200079672701,0.016,0.07835051546391754,2000,Atlantic  Ocean|the  Caribbean|the  Indian  Ocean|and  the  Mediterranean,1800.0,False,0.15255277491183974,21140,872399,16,115
26295,Russian Civil War,military conflict,0.1262084465043714,0.06486911797993677,0.027000000000000003,0.3347079037800688,950000,Russian  Empire  Q34266|Mongolia  Q711|Tuva  Republic  Q960|Iran  Q794,1922.0,False,0.5527854682643769,80774,2194948,27,488
26464,Reforms of Amānullāh Khān and civil war,military conflict,0.02371362471828472,0.0011111856209897106,0.006999999999999999,0.06597938144329897,0,Afghanistan  Q889,1929.0,False,0.0978041917825734,15604,37639,7,97
26550,Reconquista,military conflict,0.1342262246456246,0.05481400822102397,0.046,0.42336769759450177,0,Iberian  Peninsula  Q12837,1492.0,False,0.6584079304611503,85872,1854724,46,617
28265,Spanish–American War,military conflict,0.21115002744414055,0.1275421681170824,0.136,0.34364261168384885,2061,plainlist Cuba and  Puerto  Rico Caribbean  Sea Philippines and  Guam Asia- Pacific,1898.0,False,0.8183348072450718,134783,4315549,136,501
28563,Second Punic War,military conflict,0.14348488684993166,0.028631959321586273,0.019,0.3718213058419244,300400,Sicily  Q1460|Roman  Italy  Q913582|Hispania  Q186513|Cisalpine  Gaul  Q199728|Africa  Roman  province Q181238|Ancient  Greece  Q11772,201.0,False,0.5629381520134423,91759,968830,19,542
29328,Six-Day War,military conflict,0.26784537546572473,0.1421136010710035,0.19,0.4061855670103093,4517,Middle  East  Q7204,1968.0,False,1.0061445435470375,170832,4808587,190,592
29426,Sino-Indian War,military conflict,0.1997681795806158,0.0853018053500582,0.08900000000000001,0.2336769759450172,3968,Aksai  Chin  Q230830,1962.0,False,0.6077469608756912,127546,2886307,89,341
29587,Second Battle of El Alamein,military conflict,0.16450914306654066,0.036274958711790734,0.009000000000000001,0.19175257731958764,45088,El  Alamein  Q204439,1942.0,False,0.401536679097919,105127,1227438,9,280
30583,Thirty Years' War,military conflict,0.1987113049413608,0.1220952661240502,0.115,0.5120274914089348,300000,Central  Europe  Q27509,1648.0,False,0.9478340624743458,126874,4131248,115,746
30770,The Troubles,military conflict,0.22495387968929145,0.1377467048268895,0.214,0.3965635738831616,1049,Northern  Ireland  Q26,1998.0,False,0.9732641583993424,143560,4660829,214,578
30785,Tulsa race riot,civilian attack,0.12006064447334773,0.07440415929444942,0.057999999999999996,0.09484536082474228,2001,Tulsa  Q44989,1921.0,False,0.34731016459253944,76865,2517575,58,139
30850,Toledo War,military conflict,0.08041526366034063,0.019625557221995757,0.052000000000000005,0.1450171821305842,0,Michigan  Territory  Q1360064,1836.0,False,0.2970580030129206,51657,664090,52,212
31570,Battle of the River Plate,military conflict,0.06303030493664258,0.015553613701363796,0.026,0.09415807560137457,96,Río  de  la  Plata  Q35827,1939.0,False,0.19874199423938094,40603,526312,26,138
32071,USS Liberty incident,military conflict,0.1599781075967583,0.035898967875303917,0.109,0.15395189003436427,0,Mediterranean  Sea  Q4918,1967.0,False,0.4588289655064265,102246,1214716,109,225
32611,Vietnam War,military conflict,0.5344876123912261,0.6527282787046704,0.536,0.8323024054982818,950765,South  Vietnam  Q180573,1975.0,False,2.5555182965941783,340373,22085710,536,1212
32927,World War II,military conflict,0.3502249790433712,1.0,0.238,1.0,73000000,Russia  Q159|Europe  Q46|Africa  Q15|Pacific  Ocean  Q98|Mediterranean  Sea  Q4918|Asia  Q48|Atlantic  Ocean  Q97|Middle  East  Q7204|Southeast  Asia  Q11708|Scandinavia  Q21195,1945.0,False,2.588224979043371,223212,33835972,238,1456
33088,Battle of Monte Cassino,military conflict,0.14372079636762253,0.030714065470815625,0.08800000000000001,0.2542955326460481,55000,Monte  Cassino  Q154372,1944.0,False,0.5167303944844863,91909,1039280,88,371
33102,Battle of Kursk,military conflict,0.235258407422028,0.0636678801597036,0.025,0.3161512027491409,111132,Kursk  Q3159,1943.0,False,0.6400774903308726,150112,2154303,25,461
33514,War of the Polish Succession,military conflict,0.044821235631144464,0.005016412877777768,0.002,0.1491408934707904,60600,History  of  Poland  1569 1795 Poland|Rhineland|Italy,1735.0,False,0.20097854197971265,29025,169776,2,218
33604,War of the Spanish Succession,military conflict,0.11217183020176556,0.04831523624989068,0.075,0.19725085910652926,500000,Europe  Q46|North  America  Q49|South  America  Q18,1714.0,False,0.4327379255581855,71849,1634832,75,288
33924,Winter War,military conflict,0.19918312397674248,0.08242450902267179,0.215,0.4783505154639176,70000,Finland  Q33,1940.0,False,0.9749581484633318,127174,2788951,215,697
34059,War of 1812,military conflict,0.34733430108659924,0.2282761777709028,0.106,0.41580756013745707,20000,Atlantic  Ocean  Q97|Pacific  Ocean  Q98|North  America  Q49,1815.0,False,1.097418038994959,221374,7723978,106,606
34276,Yom Kippur War,military conflict,0.40905609456511655,0.10312383601917144,0.47,0.5360824742268042,0,Suez  Canal  Q899|Golan  Heights  Q83210|Sinai  Peninsula  Q36755|Middle  East  Q7204,1973.0,False,1.5182624048110922,260619,3489332,470,781
36197,1948 Arab–Israeli War,military conflict,0.2840004592371945,0.06286116377291348,0.238,0.6577319587628867,12773,Mandatory  Palestine  Q193714|Sinai  Peninsula  Q36755|Southern  Lebanon  Q1480109,1949.0,False,1.2425935817729945,181104,2127007,238,958
36771,Battle of the Chesapeake,military conflict,0.07322002337076956,0.008541570793485777,0.078,0.13883161512027492,222,off  the  Virginia  Capes|Atlantic  Ocean,1781.0,False,0.29859320928453026,47082,289053,78,203
37086,Battle of Lechfeld (955),military conflict,0.030608473555329432,0.0027986225648704626,0.019,0.06804123711340207,0,Lechfeld  Q897240,955.0,False,0.12044833323360195,19988,94735,19,100
38711,Texas Revolution,military conflict,0.1675287848929836,0.041819656151917316,0.35600000000000004,0.19175257731958764,800,Mexican  Texas  Q1315810,1836.0,False,0.7571010183644885,107047,1415048,356,280
38855,Battle of Trafalgar,military conflict,0.12434476131461368,0.07522520955607813,0.084,0.2261168384879725,1666,Cape  Trafalgar  Q203950,1805.0,False,0.5096868093586644,79589,2545356,84,330
39062,French and Indian War,military conflict,0.10806700459394468,0.10620180659429763,0.077,0.28591065292096224,10400,North  America  Q49,1763.0,False,0.5771794641092045,69239,3593478,77,417
39076,Battle of Mohács,military conflict,0.05008044514553259,0.01475348794156129,0.036000000000000004,0.10721649484536083,1750,Sátorhely  Q385260,1526.0,False,0.2080504279324547,32369,499239,36,157
39204,Battle of Bennington,military conflict,0.04665346621854344,0.005327058977629431,0.054000000000000006,0.1402061855670103,70,Bennington  Q817921,1777.0,False,0.2461867107631832,30190,180287,54,205
39847,Roman conquest of Britain,military conflict,0.039145252635502496,0.02840223311721495,0.022000000000000002,0.15189003436426118,70000,Britannia,0.0,False,0.24143752011697864,25416,961057,22,222
39880,Battle of the Teutoburg Forest,military conflict,0.10293675894922756,0.03856941308929848,0.084,0.27491408934707906,0,Osnabrück  Q2916,0.0,False,0.5004202613856049,65977,1305073,84,401
40416,Battle of Fort Dearborn,military conflict,0.04560288249976016,0.0033861932157267967,0.046,0.07079037800687286,15,Chicago  Q1297,1812.0,False,0.1657794537223598,29522,114616,46,104
42097,Saint Valentine's Day Massacre,civilian attack,0.04765372257355266,0.06110820476611091,0.015,0.10790378006872853,7,Chicago  Q1297,1929.0,False,0.2316657074083921,30826,2067694,15,158
43063,Operation Anaconda,military conflict,0.08399007921841604,0.012661510629041065,0.034,0.1402061855670103,97,Shah- i- Kot  Valley  Q16205112,2002.0,False,0.2708577754144674,53930,428455,34,205
43107,Battle of Hürtgen Forest,military conflict,0.06347696029013726,0.01875547624210488,0.031,0.1202749140893471,44000,Hürtgen  Forest  Q469253,1944.0,False,0.23350735062158925,40887,634650,31,176
43573,Lager Beer Riot,civil conflict,0.02190341235253689,0.0005505685657060832,0.021,0.03436426116838488,0,Chicago|Illinois,1855.0,False,0.07781824208662785,14453,18670,21,51
44035,Franco-Prussian War,military conflict,0.14278974013780266,0.07413107681298912,0.013999999999999999,0.21855670103092786,289203,France  Q142,1871.0,False,0.4494775179817197,91317,2508335,14,319
44454,Battle of Passchendaele,military conflict,0.17729858438562085,0.0615000071964918,0.004,0.17182130584192445,324307,Passendale  Q255575,1917.0,False,0.41461989742403693,113259,2080951,4,251
44477,Battle of Ad Decimum,military conflict,0.011027983586988487,0.0013224698915481295,0.001,0.0281786941580756,0,Carthage  Q6343,533.0,False,0.041529147636612224,7538,44788,1,42
44534,Tiananmen Square protests of 1989,"civil conflict, Chinese",0.3071211647010161,0.19462476147028435,0.257,0.4254295532646049,10454,Tiananmen  Square  Q164055,1989.0,False,1.1841754794359054,195805,6585351,257,620
44575,Russo-Japanese War,military conflict,0.21170048298541924,0.08136944717141077,0.092,0.30515463917525776,0,Manchuria  Q81126,1905.0,False,0.6902245693320878,135133,2753252,92,445
44667,Battle of Hastings,military conflict,0.09940755256457236,0.09962569080779836,0.14200000000000002,0.12439862542955328,0,Battle  Q737593,1066.0,False,0.465431868801924,63733,3370969,142,182
44782,Battle of Stirling Bridge,military conflict,0.025649655493467663,0.01952631361022695,0.017,0.04261168384879726,0,Stirling  Q182923,1297.0,False,0.10478765295249187,16835,660732,17,63
45028,Mongol invasion of Rus',military conflict,0.03814499628049328,0.01423631582650999,0.02,0.13402061855670105,0,Modern  Russia|Ukraine and  Belarus,1240.0,False,0.20640193066370432,24780,481740,20,196
45420,Napoleonic Wars,military conflict,0.22003437988037816,0.112688283942889,0.146,0.4639175257731959,586000,Europe  Q46,1815.0,False,0.942640189596463,140432,3812954,146,676
46128,Invasion of Normandy,military conflict,0.08790617721208424,0.07048938597256271,0.026,0.24329896907216494,120024,Normandy  Q15878,1944.0,False,0.4276945322568119,56420,2385115,26,355
46216,Israeli–Palestinian conflict,military conflict,0.2843338780221975,0.11618604494730765,0.27399999999999997,0.3099656357388316,14500,Israel  Q801|State  of  Palestine  Q219060,1993.0,False,0.9844855587083368,181316,3931304,274,452
46674,Battle of Tours,military conflict,0.12027453576938744,0.03262493353589118,0.07400000000000001,0.17869415807560138,1000,Poitiers  Q6616,732.0,False,0.40559362738087995,77001,1103936,74,261
46763,Crimean War,military conflict,0.1942746332786548,0.12201189321493768,0.083,0.4577319587628866,223513,Crimean  Peninsula  Q7835|Caucasus  Q18869|Balkans  Q23522|Black  Sea  Q166|Baltic  Sea  Q545|White  Sea  Q44133|Kamchatka  Peninsula  Q993,1856.0,False,0.8570184852564791,124053,4128427,83,667
47928,Battle of Naissus,military conflict,0.018737506625125626,0.0016668670946278974,0.023,0.0604810996563574,0,Niš  Q129259,269.0,False,0.10388547337611093,12440,56441,23,89
47968,Battle of Salamis,military conflict,0.108059140943355,0.028420320398454532,0.153,0.1209621993127148,40,Salamis  Island  Q202422,480.0,False,0.4104416606545243,69234,961669,153,177
48738,1905 Russian Revolution,military conflict,0.11127380130442237,0.015890947407358167,0.07,0.1814432989690722,0,Russia  Q159,1907.0,False,0.3786080476808528,71278,537726,70,265
48756,Battle of Lesnaya,military conflict,0.07292120464836115,0.0011754072911426613,0.019,0.15738831615120275,4000,Lyasnaya  Q13028176,1708.0,False,0.2504849280907065,46892,39812,19,230
48757,Great Northern War,military conflict,0.08726607605408307,0.0318994325883925,0.033,0.3230240549828179,400000,Northern|Central|and  Eastern  Europe,1721.0,False,0.4751895636252934,56013,1079388,33,471
48780,Battle of Chancellorsville,"military conflict, NRHP",0.1624441484216867,0.02792886059496929,0.08700000000000001,0.2618556701030928,17287,Spotsylvania  County  Q506202,1863.0,False,0.5392286791197488,103814,945040,87,382
48833,Battle of Fredericksburg,"military conflict, NRHP",0.12087846413467605,0.02729914539664949,0.07200000000000001,0.21786941580756014,25306,Spotsylvania  County  Q506202,1862.0,False,0.4380470253388857,77385,923733,72,318
48835,Battle of the Wilderness,military conflict,0.09132371975836576,0.015229934119442434,0.051,0.1711340206185567,24000,Spotsylvania  County  Q506202,1864.0,False,0.3286876744963649,58593,515360,51,250
48961,Battle of Spotsylvania Court House,military conflict,0.1068308387212446,0.011275469263724412,0.062,0.1711340206185567,36798,Spotsylvania  County  Q506202,1864.0,False,0.3512403286035257,68453,381557,62,250
48965,Battle of Cold Harbor,military conflict,0.0954033816842996,0.015201561913576429,0.061,0.17319587628865982,12738,Hanover  County  Q341679,1864.0,False,0.3448008198865359,61187,514400,61,253
49001,Civil rights movement,civil conflict,0.3813194262051438,0.02309258167005956,0.228,0.6398625429553265,0,United  States,1968.0,False,1.27227455083053,242983,781400,228,932
49397,Battle of Chosin Reservoir,military conflict,0.13430486115152154,0.032898902648784804,0.036000000000000004,0.13814432989690725,17843,Chosin  Reservoir|in  present  day  Changjin County|South  Hamgyong  Province|North  Korea,1950.0,False,0.3413480936972136,85922,1113206,36,202
49532,Battle of the Milvian Bridge,military conflict,0.03656440251196455,0.011794769294215666,0.027000000000000003,0.06460481099656358,0,Ponte  Milvio  Q1127325,312.0,False,0.1399639828027438,23775,399128,27,95
49582,Battle of Lewes,military conflict,0.016101610947459804,0.003383947082762405,0.013,0.03917525773195877,0,Lewes  Q246884,1264.0,False,0.07166081576218097,10764,114540,13,58
50071,Battle of Tewkesbury,military conflict,0.04722751271159118,0.007717180886791617,0.023,0.09278350515463918,0,Tewkesbury  Q1000717,1471.0,False,0.17072819875302198,30555,261159,23,136
50072,Battle of Barnet,military conflict,0.07947162558957721,0.007873789552295753,0.001,0.10240549828178697,500,Barnet  Q2884709,1471.0,False,0.1907509134236599,51057,266458,1,150
50157,Battle of Stoke Field,military conflict,0.024432362382182854,0.003342452731683369,0.012,0.07010309278350517,3300,East  Stoke|Nottinghamshire  Q2569395,1487.0,False,0.1098779078973714,16061,113136,12,103
50234,Battle of Wakefield,military conflict,0.04748701318105112,0.005103391421385745,0.048,0.0900343642611684,200,Wakefield  Q216638,1460.0,False,0.19062476886360527,30720,172719,48,132
50236,Battle of Towton,military conflict,0.08902438832593887,0.01374246211815481,0.002,0.12714776632302408,8000,Towton  Q1847094,1461.0,False,0.23191461676711775,57131,465030,2,186
50993,Battle of Bannockburn,military conflict,0.04413552529972305,0.0387719197086671,0.042,0.09690721649484538,4400,Bannockburn  Q806906,1314.0,False,0.22181466150323556,28589,1311925,42,142
51051,Battle of the Crater,military conflict,0.03889833400698607,0.011902672339649823,0.019,0.06529209621993128,3798,Petersburg  Q511964,1864.0,False,0.13509310256656715,25259,402779,19,96
51224,War of Jenkins' Ear,military conflict,0.07157652039752327,0.01729096799494005,0.036000000000000004,0.19312714776632306,20407,Viceroyalty  of  New  Granada  Q8965,1748.0,False,0.3179946361587864,46037,585097,36,282
51306,Battle of Lake Benacus,military conflict,0.005087781931532767,0.0007268308946486503,0.004,0.02268041237113402,0,Lake  Garda  Q6414,269.0,False,0.03249502519731544,3761,24634,4,34
51497,Battle of Verdun,military conflict,0.18430195160080334,0.07839228659025224,0.0,0.15463917525773194,385000,Verdun  Q154748,1916.0,False,0.4173334134487876,117712,2652517,0,226
51499,Western Front (World War I),military conflict,0.13070960010191293,0.04653068360968108,0.0,0.19106529209621995,7500000,Alsace- Lorraine  Q155144|Belgium  Q31|France  Q142,1918.0,False,0.368305575807814,83636,1574450,0,279
52150,Battle of Covadonga,military conflict,0.011194692979490026,0.00614793191297145,0.004,0.037113402061855684,0,Montalegre  Q2092722,722.0,False,0.05845602695431715,7644,208062,4,55
52266,War of the Austrian Succession,military conflict,0.17675441976481396,0.0253184107746289,0.124,0.3786941580756014,0,North  America  Q49|India  Q668|Europe  Q46,1748.0,False,0.7047669886150443,112913,856713,124,552
52268,Sabra and Shatila massacre,civilian attack,0.11745777612815865,0.018643199148266374,0.104,0.1402061855670103,3960,West  Beirut|Lebanon,1982.0,False,0.3803071608434353,75210,630851,104,205
52741,Rum Rebellion,military conflict,0.04725896731394996,0.006169861263755384,0.022000000000000002,0.06666666666666668,0,Sydney  Q3130,1810.0,False,0.14209549524437204,30575,208804,22,98
54422,Chinese Civil War,military conflict,0.12123232841121233,0.06837169634847641,0.081,0.2611683848797251,2002,China,1950.0,False,0.5317724096394139,77610,2313461,81,381
54492,Second Battle of Bull Run,military conflict,0.13437248854659292,0.017537953957879864,0.07100000000000001,0.18969072164948456,28924,Prince  William  County  Q183263,1862.0,False,0.4126011641539573,85965,593454,71,277
55004,Battle of Tsushima,military conflict,0.08126296519390977,0.02392205493030471,0.047,0.12577319587628868,1153,Eastern  Channel  Q52055,1905.0,False,0.2779582160005032,52196,809466,47,184
55066,Nanking Massacre,"military conflict, Chinese",0.19151449192167172,0.13810457882775562,0.159,0.18762886597938147,200000,Nanjing  Q16666,1938.0,False,0.6762479367288088,122298,4672938,159,274
55074,Long March,"military conflict, Chinese",0.09225949417853947,0.020656591361413998,0.047,0.14295532646048112,0,China from  Jiangxi to  Shaanxi,1935.0,False,0.3028714120004345,59188,698976,47,209
55961,Chaco War,military conflict,0.11903365170633355,0.009509535883614374,0.107,0.15807560137457047,126000,Gran  Chaco  Q208347,1935.0,False,0.3936187889645184,76212,321805,107,231
56126,Battle of the Little Bighorn,military conflict,0.2805719075800874,0.12065419450110595,0.238,0.3278350515463917,621,Little  Bighorn  River  Q608969,1876.0,False,0.967061153627585,178924,4082488,238,478
56433,Operation Market Garden,military conflict,0.24105863609698716,0.06533554522262147,0.063,0.34364261168384885,16263,Netherlands  Q55,1944.0,False,0.7130367930034575,153800,2210730,63,501
56979,Battle of Adrianople (1205),military conflict,0.025490809751555824,0.0016401203797229635,0.003,0.04742268041237114,0,Edirne  Q43387,1205.0,False,0.07755361054364993,16734,55536,3,70
57015,Battle of Adrianople,military conflict,0.03992060858364644,0.012531560015298529,0.038,0.07560137457044674,0,Edirne  Q43387,378.0,False,0.16605354316939172,25909,424058,38,111
57172,Peasants' Revolt,military conflict,0.1617033925361374,0.02799532839808664,0.303,0.20756013745704469,1500,England  Q21,1381.0,False,0.7002588583912688,103343,947289,303,303
57538,Beer Hall Putsch,military conflict,0.06852856942895742,0.0528486418771808,0.031,0.19656357388316156,16,Munich  Q1726,1923.0,False,0.3489407851892997,44099,1788224,31,287
